"Year","Location","Station Name","OCT","NOV","DEC","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP"
"2018","SCOTIA","NORTHERN CALIFORNIA COASTAL","0.76","2.04","11.06","5.60","0.17","4.07","1.86","3.52","0.49","0.01","0.04","0.29"
"2018","CHEMULT","UPPER KLAMATH","","","","","","","","","","","",""
"2018","CHILOQUIN 7NW","UPPER KLAMATH","","","3.82","","","","","","","","",""
"2018","CRATER LAKE NP","UPPER KLAMATH","3.04","2.34","8.59","18.78","3.20","6.90","4.67","6.43","3.22","0.00","0.10","1.44"
"2018","GERBER","UPPER KLAMATH","","","","","","","","","","","",""
"2018","HOWARD PRAIRIE","UPPER KLAMATH","2.99","1.64","4.14","6.08","0.92","1.36","1.30","2.99","0.94","0.06","0.00","0.29"
"2018","KENO","UPPER KLAMATH","0.85","0.64","2.64","3.01","0.20","0.53","0.34","1.65","0.40","0.00","0.17","0.00"
"2018","KLAMATH FALLS","UPPER KLAMATH","0.39","0.11","1.67","1.50","0.12","0.75","0.23","1.18","0.18","0.00","0.25","0.00"
"2018","COPCO #1 DAM","UPPER KLAMATH","0.77","0.45","2.41","2.95","0.26","0.57","0.23","2.84","0.28","0.00","1.29","0.00"
"2018","BIG BAR 4E","LOWER KLAMATH","0.46","","5.01","6.10","0.05","1.90","0.84","3.99","0.00","0.14","0.00","0.01"
"2018","CALLAHAN","LOWER KLAMATH","","","4.28","2.43","0.00","0.56","0.72","2.23","0.21","0.01","0.03","0.01"
"2018","COPCO #1 DAM","LOWER KLAMATH","0.77","0.45","2.41","2.95","0.26","0.57","0.23","2.84","0.28","0.00","1.29","0.00"
"2018","FORT JONES","LOWER KLAMATH","0.32","0.65","2.54","2.82","0.03","0.64","0.58","1.08","0.88","0.40","0.14","0.00"
"2018","HOOPA","LOWER KLAMATH","1.36","3.06","6.00","11.58","0.25","2.66","1.07","4.47","0.38","0.00","0.00","0.12"
"2018","HAPPY CAMP","LOWER KLAMATH","1.03","0.60","6.57","8.41","0.40","3.30","1.70","2.68","0.57","0.08","0.30","1.30"
"2018","HYAMPOM","LOWER KLAMATH","","","","","","","","","","","",""
"2018","MT. HEBRON RS","LOWER KLAMATH","0.30","0.10","1.56","1.34","0.00","0.00","","","","","",""
"2018","ORLEANS","LOWER KLAMATH","1.79","2.49","6.23","10.15","0.26","2.74","1.17","4.00","0.72","0.00","0.00","1.32"
"2018","LAVA BEDS NM","LOWER KLAMATH","0.60","0.05","1.72","10.13","","","","","","","",""
"2018","TRINITY RIVER HATCHERY","LOWER KLAMATH","0.32","1.16","6.33","4.24","","1.81","1.94","2.52","0.40","0.69","0.14","0.00"
"2018","TULE LAKE","LOWER KLAMATH","0.42","0.07","1.34","1.49","0.24","0.68","0.10","1.07","0.17","0.00","0.00","0.00"
"2018","WEAVERVILLE","LOWER KLAMATH","0.75","2.26","6.24","3.36","0.05","2.32","1.37","3.09","0.62","0.02","0.02","0.04"
"2018","WILLOW CREEK 1NW","LOWER KLAMATH","1.62","2.15","6.41","12.23","0.02","","","","","0.00","0.00",""
"2018","YREKA","LOWER KLAMATH","0.43","0.66","2.02","2.08","0.03","0.96","0.73","2.03","0.27","0.11","0.08","0.02"
"2018","ANGWIN PACIFIC UNION COLLEGE","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.00","1.58","12.44","3.36","0.00","1.80","1.06","2.60","0.00","0.00","0.12","0.00"
"2018","CALISTOGA","RUSSIAN...NAPA...SAN FRANCISCO BAY","","","","","","","","","","","",""
"2018","FAIRFIELD","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.00","0.57","7.37","1.86","0.00","1.55","0.83","1.44","0.00","0.01","0.00","0.00"
"2018","GRATON","RUSSIAN...NAPA...SAN FRANCISCO BAY","","","","","","","","","","","",""
"2018","KENTFIELD","RUSSIAN...NAPA...SAN FRANCISCO BAY","","","","","","","","","","","",""
"2018","MOUNT HAMILTON","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.08","1.65","6.36","3.12","0.00","3.80","2.94","1.55","0.00","0.00","0.02","0.00"
"2018","NAPA STATE HOSPITAL","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.00","0.96","5.21","2.09","0.00","1.59","1.11","2.92","0.00","0.00","0.06","0.00"
"2018","OAKLAND MUSEUM","RUSSIAN...NAPA...SAN FRANCISCO BAY","","","","","","","","","","","",""
"2018","POTTER VALLEY PH","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.26","1.71","6.53","5.77","0.01","2.30","0.96","2.38","0.00","0.00","0.14","0.00"
"2018","SAN FRANCISCO AIRPORT","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.00","1.19","3.78","1.18","0.00","1.33","1.36","0.25","0.00","0.00","0.05","0.00"
"2018","DOWNTOWN SAN FRANCISCO","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.01","1.46","3.78","2.44","0.00","1.33","0.72","0.23","0.00","0.00","0.05","0.00"
"2018","SAN JOSE INTL AIRPORT","RUSSIAN...NAPA...SAN FRANCISCO BAY","0.01","0.99","2.02","2.38","0.00","2.06","1.20","0.13","0.00","0.00","0.01","0.00"
"2018","UKIAH FIRE DEPT","RUSSIAN...NAPA...SAN FRANCISCO BAY","","","","","","","","","","","",""
"2018","LAKEVIEW","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","","","","","","","","","",""
"2018","ALTURAS","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.31","0.10","1.33","1.79","0.14","2.10","1.10","1.26","0.48","0.00","0.12","0.00"
"2018","ADIN","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.12","0.14","1.92","1.48","0.06","1.52","0.93","1.95","0.28","0.04","0.11","0.01"
"2018","AUBURN","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.01","0.55","4.38","2.88","0.00","5.29","2.24","2.34","0.17","0.01","0.00","0.01"
"2018","BOWMAN DAM","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.17","3.16","14.33","7.14","0.09","8.58","4.20","4.62","0.46","0.03","0.00","0.20"
"2018","BUCKS CREEK","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.32","1.94","15.43","6.50","0.00","5.77","2.38","4.80","0.17","0.00","0.10","0.00"
"2018","BUCKHORN","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.57","0.92","16.10","13.03","0.02","9.11","1.86","8.49","0.46","0.00","1.90","0.00"
"2018","CANYON DAM","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.20","0.15","7.23","1.89","0.00","7.87","2.02","2.53","0.31","0.69","0.00","0.00"
"2018","CHESTER","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.26","1.30","6.51","0.74","0.02","3.30","1.59","2.86","0.27","0.28","0.06","0.00"
"2018","CHICO UNIVERSITY FARM","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.01","0.96","5.47","2.83","0.00","1.12","1.47","1.71","0.00","0.00","0.00","0.00"
"2018","COLGATE PH","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.05","1.64","8.37","3.98","0.00","5.68","3.08","3.07","0.15","0.00","0.00","0.00"
"2018","COLFAX","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.00","2.60","9.40","4.27","0.04","7.66","4.79","4.52","0.01","0.00","0.00","0.01"
"2018","DAVIS EXPERIMENTAL FARM","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.00","0.52","7.03","1.45","0.00","1.66","1.27","0.78","0.01","0.00","0.28","0.00"
"2018","DE SABLA","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.03","","10.03","7.08","0.00","5.63","2.30","5.23","0.35","0.00","0.00","0.00"
"2018","DUNSMUIR","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.36","1.35","15.52","7.59","0.09","5.13","2.85","4.74","0.27","0.10","0.03","0.05"
"2018","DOWNIEVILLE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.09","4.77","11.52","4.29","0.43","7.81","4.77","5.60","0.23","0.02","0.15","0.06"
"2018","FORESTHILL RS","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.09","0.40","7.42","4.21","0.00","7.62","3.93","4.42","0.13","0.00","0.00","0.03"
"2018","GEORGETOWN RS","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.08","1.52","11.32","5.11","0.00","8.00","4.33","3.30","0.14","0.03","0.00","0.04"
"2018","GOLD RUN 2SW","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.07","1.20","12.39","5.69","0.03","7.26","4.28","4.72","0.00","0.00","0.00","0.00"
"2018","GRASS VALLEY NO. 2","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.04","1.68","11.54","4.07","0.00","7.38","4.69","4.11","0.03","0.00","0.02","0.02"
"2018","GREENVILLE RS","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","","","","","","","","","",""
"2018","HAT CREEK","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.04","0.15","2.71","","0.04","","","","0.06","0.04","0.50","0.00"
"2018","HARRY L ENGLEBRIGHT DAM","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.02","1.54","6.96","2.52","0.00","4.20","2.13","2.42","0.00","0.02","0.00","0.02"
"2018","HARRISON GULCH RS","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","","","","","","","","","",""
"2018","LAKE SPAULDING","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","","","","","","","","","",""
"2018","MCCLOUD","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.32","","9.93","5.56","0.11","3.78","2.34","4.78","1.15","0.05","0.06","0.04"
"2018","MT. SHASTA","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.21","2.47","6.25","3.85","0.12","2.23","2.05","3.17","0.70","0.48","0.10","0.00"
"2018","MINERAL","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.22","1.60","10.08","5.30","0.10","5.26","1.56","5.48","0.49","0.01","0.13","0.02"
"2018","MANZANITA LAKE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.64","0.41","4.53","5.86","0.14","7.34","0.98","5.10","1.36","0.59","0.25","0.00"
"2018","NICOLAUS","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","","","","","","","","","",""
"2018","NEVADA CITY","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.05","0.71","12.01","4.80","0.00","8.75","5.30","4.23","0.00","0.00","0.00","0.03"
"2018","ORLAND","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.02","0.60","4.93","1.96","0.00","1.78","0.43","1.76","0.41","0.00","0.25","0.01"
"2018","PACIFIC HOUSE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.05","","10.52","4.01","0.02","9.95","4.93","3.47","0.14","0.00","0.00","0.00"
"2018","PLACERVILLE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.07","","6.29","2.70","0.05","6.39","3.60","2.47","0.09","0.00","0.00","0.02"
"2018","PLUMAS EUREKA SP","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.18","2.82","13.96","5.49","0.02","6.63","3.67","6.23","0.34","0.00","0.17","0.00"
"2018","PORTOLA","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.01","0.85","3.89","1.20","0.03","2.43","1.74","1.14","0.41","0.35","0.10","0.02"
"2018","PARADISE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.00","0.15","10.90","4.81","0.00","4.90","2.32","4.37","0.20","0.00","0.00","0.01"
"2018","PIT RIVER PH1","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","","","","","","","","","",""
"2018","QUINCY","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.15","1.00","9.48","2.01","0.00","4.78","2.43","3.97","0.17","0.05","0.06","0.00"
"2018","RED BLUFF AP","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.02","1.00","4.49","1.66","0.00","2.09","0.32","1.35","0.08","0.00","0.00","0.00"
"2018","SIERRAVILLE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.81","1.17","4.02","0.78","0.08","2.69","1.34","1.30","0.27","0.14","0.39","0.00"
"2018","SHASTA DAM","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.25","2.61","11.81","5.80","0.00","1.94","2.02","4.04","0.07","0.03","0.00","0.00"
"2018","SLY PARK","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.12","","8.40","3.80","0.04","10.24","4.20","3.72","0.08","0.00","0.00","0.00"
"2018","SACRAMENTO 5 ESE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.00","0.71","4.73","1.26","0.00","1.68","2.15","0.32","0.01","0.00","0.01","0.00"
"2018","SODA SPRINGS","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.12","","12.96","3.23","0.12","8.85","3.81","3.54","0.42","0.07","0.14","0.05"
"2018","STONY GORGE","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.00","0.66","4.81","0.92","0.00","1.31","0.33","1.09","0.06","0.00","0.09","0.01"
"2018","STRAWBERRY VALLEY","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.27","5.70","17.07","6.36","0.55","6.34","5.20","6.36","0.36","0.00","0.00","0.00"
"2018","CAPLES LAKE","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","10.54","2.31","0.18","6.85","3.90","2.94","0.00","0.40","0.35","0.03"
"2018","VOLTA PH","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.60","0.32","8.54","4.96","0.03","6.46","1.11","","0.65","0.00","0.09","0.00"
"2018","VINTON","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","2.89","0.75","0.02","1.73","0.80","0.87","0.23","0.06","0.29","0.03"
"2018","WOODLAND","SACRAMENTO...YUBA...FEATHER...AMERICAN","","","","","","","","","","","",""
"2018","WHISKEYTOWN RES","SACRAMENTO...YUBA...FEATHER...AMERICAN","0.10","2.03","12.08","5.33","0.00","4.65","2.83","5.91","0.07","0.00","0.00","0.04"
"2018","AUBERRY","SAN JOAQUIN","","1.55","5.28","0.99","0.24","4.52","2.52","1.10","0.00","0.00","0.00","0.00"
"2018","CALAVERAS BIG TREES","SAN JOAQUIN","0.00","2.12","14.17","3.19","0.00","8.44","3.88","2.98","0.17","0.00","0.04","0.04"
"2018","CHERRY VALLEY","SAN JOAQUIN","0.00","2.82","8.92","2.41","0.00","7.69","4.35","2.61","0.12","0.03","0.03","0.07"
"2018","CAMP PARDEE","SAN JOAQUIN","0.00","1.09","5.91","1.42","0.00","4.30","2.19","1.68","0.00","0.00","0.00","0.01"
"2018","EXCHEQUER DAM","SAN JOAQUIN","0.41","0.00","6.41","1.18","0.01","3.90","1.81","1.38","0.00","0.00","0.00","0.00"
"2018","FIDDLETOWN DEXTER RANCH","SAN JOAQUIN","0.02","1.96","7.48","2.33","0.03","6.65","3.61","2.60","0.02","0.00","0.00","0.02"
"2018","FLORENCE LAKE","SAN JOAQUIN","","0.02","7.96","1.21","0.42","5.45","5.69","1.83","0.12","0.30","0.07","0.03"
"2018","FRIANT GOVERNMENT CAMP","SAN JOAQUIN","0.00","0.79","2.79","0.60","0.01","2.82","1.45","0.16","0.11","0.00","0.00","0.00"
"2018","GROVELAND RS","SAN JOAQUIN","0.00","2.01","10.02","1.92","0.00","6.35","3.26","1.32","0.00","0.01","0.01","0.03"
"2018","HETCH HETCHY","SAN JOAQUIN","0.00","1.65","5.83","1.71","0.02","5.80","3.34","2.51","0.09","0.06","0.00","0.08"
"2018","HUNTINGTON LAKE","SAN JOAQUIN","0.04","2.04","5.60","1.64","0.52","6.76","5.80","1.88","0.04","","0.00",""
"2018","LOS BANOS","SAN JOAQUIN","0.00","0.40","5.00","0.54","0.00","1.47","0.90","0.51","0.00","0.00","0.00","0.00"
"2018","MERCED","SAN JOAQUIN","0.00","2.18","3.22","0.74","0.00","2.11","1.54","0.20","0.00","0.00","0.00","0.00"
"2018","MADERA","SAN JOAQUIN","0.00","0.55","3.94","0.51","0.00","2.38","1.56","0.42","0.00","0.01","0.00","0.00"
"2018","MARIPOSA RS","SAN JOAQUIN","0.53","0.53","7.29","1.31","0.26","5.55","3.67","1.60","0.00","0.00","0.03","0.00"
"2018","NEW MELONES DAM HQ","SAN JOAQUIN","0.00","1.90","8.79","1.44","0.00","6.46","2.61","1.15","0.00","0.00","0.00","0.03"
"2018","NORTH FORK RS","SAN JOAQUIN","0.00","1.87","5.40","1.00","0.42","5.74","3.70","1.97","0.13","0.00","0.00","0.00"
"2018","PANOCHE 2W","SAN JOAQUIN","0.00","1.15","3.35","0.78","0.02","1.81","1.19","0.39","0.01","0.00","0.00","0.00"
"2018","STOCKTON FIRE STA 4","SAN JOAQUIN","","","4.61","1.20","0.00","2.30","1.41","0.12","0.00","0.00","0.00","0.00"
"2018","SONORA","SAN JOAQUIN","0.00","1.64","10.89","1.95","0.04","6.42","3.27","1.87","0.06","0.00","0.01","0.02"
"2018","SALT SPRINGS PH","SAN JOAQUIN","","","","","","","","","","","",""
"2018","TIGER CREEK PH","SAN JOAQUIN","","","","","","","","","","","",""
"2018","TRACY PUMPING PLANT","SAN JOAQUIN","","","","","","","","","","","0.08","0.00"
"2018","TRACY CARBONA","SAN JOAQUIN","0.00","0.75","3.47","0.84","0.00","1.67","0.91","0.82","0.00","0.01","0.00","0.00"
"2018","WEST POINT","SAN JOAQUIN","0.00","2.49","7.08","2.45","0.02","7.09","3.88","2.20","0.10","0.00","0.00","0.04"
"2018","SOUTH ENTRANCE YOSEMITE","SAN JOAQUIN","0.09","1.66","2.88","1.32","0.44","6.66","3.93","2.38","0.15","0.01","0.04","0.00"
"2018","YOSEMITE PARK HEADQUARTERS","SAN JOAQUIN","0.00","2.00","4.60","1.37","0.00","4.58","3.89","1.98","0.10","0.08","0.02","0.00"
"2018","ASH MOUNTAIN","KERN...TULE...KAWEAH...KINGS","0.00","2.91","4.09","0.81","0.43","3.57","4.43","1.31","0.00","0.00","0.02","0.00"
"2018","ATWELL CAMP","KERN...TULE...KAWEAH...KINGS","0.00","0.00","6.22","1.30","0.72","3.86","4.49","0.87","0.10","0.01","0.01","0.02"
"2018","BAKERSFIELD","KERN...TULE...KAWEAH...KINGS","0.00","1.07","1.52","0.24","0.01","1.57","2.61","0.16","0.02","0.00","0.00","0.00"
"2018","BEAR TRAP MEADOW","KERN...TULE...KAWEAH...KINGS","0.01","0.13","7.57","1.00","0.64","5.05","6.11","1.33","0.36","0.31","0.19","0.14"
"2018","BALCH PH","KERN...TULE...KAWEAH...KINGS","0.00","3.32","5.36","0.84","0.67","4.19","5.18","1.21","0.00","0.00","0.00","0.00"
"2018","EAGLE CREEK","KERN...TULE...KAWEAH...KINGS","0.00","0.00","5.62","1.02","0.96","3.77","5.17","1.06","0.27","0.03","0.06","0.00"
"2018","GIANT FOREST","KERN...TULE...KAWEAH...KINGS","0.11","3.05","7.12","0.97","0.53","5.16","5.61","1.59","0.08","0.79","0.01","0.01"
"2018","GLENNVILLE","KERN...TULE...KAWEAH...KINGS","0.00","4.05","3.59","0.66","0.34","3.66","3.59","0.69","0.03","0.00","0.05","0.00"
"2018","GRANT GROVE","KERN...TULE...KAWEAH...KINGS","0.00","4.78","7.36","1.28","0.49","5.61","5.64","1.71","0.00","0.01","0.11","0.01"
"2018","HOCKETT MEADOW","KERN...TULE...KAWEAH...KINGS","0.00","0.00","6.88","1.27","0.60","3.77","4.96","1.06","0.07","0.00","0.01","0.00"
"2018","HOSSACK","KERN...TULE...KAWEAH...KINGS","0.00","0.00","6.98","1.45","0.75","4.16","4.20","2.89","0.02","0.04","0.02","0.00"
"2018","LAKE ISABELLA DAM","KERN...TULE...KAWEAH...KINGS","0.18","0.20","2.49","0.92","0.09","1.27","3.69","0.11","0.36","0.24","0.10","0.17"
"2018","LODGEPOLE","KERN...TULE...KAWEAH...KINGS","0.01","3.26","6.91","1.36","0.45","5.61","5.42","1.78","0.22","0.01","0.00","0.00"
"2018","MOUNTAIN HOME","KERN...TULE...KAWEAH...KINGS","0.05","0.05","6.04","1.14","0.83","4.71","4.85","1.43","0.76","0.67","0.08","0.00"
"2018","PINE FLAT DAM","KERN...TULE...KAWEAH...KINGS","0.20","0.20","3.20","0.76","0.31","3.62","2.39","0.73","0.05","0.00","0.00","0.00"
"2018","ROGERS CAMP","KERN...TULE...KAWEAH...KINGS","0.04","0.00","4.37","0.92","0.59","3.94","4.67","1.12","0.19","0.00","0.00","0.00"
"2018","LAKE SUCCESS DAM","KERN...TULE...KAWEAH...KINGS","0.08","0.04","2.46","0.61","0.57","2.78","1.96","0.39","0.13","0.09","0.02","0.07"
"2018","TERMINUS DAM","KERN...TULE...KAWEAH...KINGS","0.07","0.00","2.66","0.53","0.20","2.26","3.28","0.47","0.06","0.04","0.04","0.03"
"2018","THREE RIVER EDISON PH #1","KERN...TULE...KAWEAH...KINGS","0.00","2.13","2.60","0.64","0.36","3.59","4.23","1.07","0.00","0.00","0.01","0.00"
"2018","BAKERSFIELD","TULARE-BUENA VISTA LAKES","0.00","1.07","1.52","0.24","0.01","1.57","2.61","0.16","0.02","0.00","0.00","0.00"
"2018","COALINGA","TULARE-BUENA VISTA LAKES","0.00","0.52","1.65","0.41","0.02","1.92","0.68","0.23","0.00","0.01","0.01","0.00"
"2018","FRESNO AIR TERMINAL","TULARE-BUENA VISTA LAKES","0.00","0.72","2.16","0.66","0.00","2.10","1.65","0.12","0.00","0.00","0.00","0.00"
"2018","HANFORD","TULARE-BUENA VISTA LAKES","0.00","0.67","1.64","0.81","0.00","2.23","1.15","0.11","0.00","0.00","0.00","0.00"
"2018","LEMON COVE","TULARE-BUENA VISTA LAKES","0.00","1.31","2.43","0.53","0.33","2.56","3.02","0.64","0.00","0.00","0.02","0.00"
"2018","LINDSAY","TULARE-BUENA VISTA LAKES","0.00","1.01","2.35","0.49","0.19","2.32","2.15","0.46","0.00","0.00","0.00","0.00"
"2018","VISALIA","TULARE-BUENA VISTA LAKES","0.00","1.40","1.96","0.41","0.01","2.20","1.69","0.36","0.00","0.00","0.00","0.00"
"2018","WASCO","TULARE-BUENA VISTA LAKES","0.00","2.48","1.77","0.29","0.00","1.85","1.57","0.19","0.00","0.00","0.01","0.00"
"2018","BIG SUR STATE PARK","CENTRAL CALIFORNIA COASTAL","0.00","3.09","17.87","2.31","0.00","7.98","4.63","1.45","0.00","0.00","0.01","0.00"
"2018","CACHUMA DAM","CENTRAL CALIFORNIA COASTAL","0.00","1.52","7.19","0.48","0.06","8.13","3.58","0.07","0.00","0.00","0.01","0.00"
"2018","HOLLISTER","CENTRAL CALIFORNIA COASTAL","","","3.88","0.95","0.01","2.53","1.34","0.61","0.01","0.01","0.00","0.00"
"2018","JUNCAL DAM","CENTRAL CALIFORNIA COASTAL","0.00","2.64","6.45","0.53","0.04","8.05","5.50","0.20","0.01","0.00","0.00","0.00"
"2018","KING CITY","CENTRAL CALIFORNIA COASTAL","0.00","1.43","6.19","0.61","0.03","2.99","1.80","0.20","0.00","0.00","0.02","0.01"
"2018","PASO ROBLES","CENTRAL CALIFORNIA COASTAL","0.00","1.51","4.50","0.60","0.00","3.23","1.50","0.03","0.00","0.00","0.10","0.00"
"2018","SAN CLEMENTE DAM","CENTRAL CALIFORNIA COASTAL","","","","","","","","","","","",""
"2018","SANTA BARBARA","CENTRAL CALIFORNIA COASTAL","0.00","1.46","4.29","0.55","0.03","3.09","2.06","0.05","0.04","0.00","0.00","0.00"
"2018","SAN LUIS OBISPO","CENTRAL CALIFORNIA COASTAL","0.00","1.64","4.22","0.75","0.02","5.96","2.87","0.43","0.04","0.00","0.04","0.00"
"2018","SANTA CRUZ","CENTRAL CALIFORNIA COASTAL","0.00","1.67","12.25","3.20","0.00","4.24","3.24","1.63","0.00","0.00","0.01","0.00"
"2018","SANTA MARIA","CENTRAL CALIFORNIA COASTAL","0.00","1.98","2.18","0.63","0.00","3.81","1.79","0.14","0.08","0.00","0.05","0.00"
"2018","SALINAS NO. 2","CENTRAL CALIFORNIA COASTAL","","","5.22","1.13","0.02","3.37","1.47","0.28","0.00","0.00","0.01","0.00"
"2018","WATSONVILLE WATERWORKS","CENTRAL CALIFORNIA COASTAL","0.00","0.56","10.08","1.93","0.00","3.75","3.01","0.82","0.03","0.00","0.00","0.00"
"2018","BIG BEAR LAKE F.S.","SOUTHERN CALIFORNIA COASTAL","0.00","3.20","4.77","0.29","0.20","4.02","3.01","0.07","0.00","0.01","0.19","0.00"
"2018","DOWNTOWN LA","SOUTHERN CALIFORNIA COASTAL","0.00","2.12","4.84","0.32","0.04","4.34","3.02","0.14","0.00","0.00","0.00","0.00"
"2018","CUYAMACA","SOUTHERN CALIFORNIA COASTAL","0.00","6.03","7.18","0.82","2.01","9.96","4.74","0.78","0.13","0.00","0.09","0.00"
"2018","EL CAPITAN DAM","SOUTHERN CALIFORNIA COASTAL","0.00","4.46","4.02","0.25","0.87","5.16","4.28","0.05","0.11","0.00","0.01","0.00"
"2018","ELSINORE","SOUTHERN CALIFORNIA COASTAL","0.00","2.27","4.27","0.25","0.26","3.14","2.25","0.04","0.05","0.00","0.00","0.00"
"2018","HENSHAW DAM","SOUTHERN CALIFORNIA COASTAL","0.00","7.94","4.99","0.70","1.23","7.58","6.16","0.06","0.16","0.00","0.00","0.00"
"2018"," ""LA INT'L AIRPORT""","SOUTHERN CALIFORNIA COASTAL","0.00","1.43","4.42","0.38","0.00","4.11","2.68","0.12","0.00","0.00","0.00","0.00"
"2018","LONG BEACH","SOUTHERN CALIFORNIA COASTAL","0.00","2.86","4.63","0.31","0.33","3.01","3.03","0.04","0.00","0.00","0.00","0.00"
"2018","OXNARD","SOUTHERN CALIFORNIA COASTAL","0.00","2.80","5.30","0.40","0.03","2.91","2.03","0.15","0.01","0.00","0.01","0.04"
"2018","OJAI","SOUTHERN CALIFORNIA COASTAL","0.00","1.98","6.21","0.60","0.12","4.72","3.93","0.13","0.09","0.00","0.00","0.00"
"2018","MOUNT WILSON","SOUTHERN CALIFORNIA COASTAL","0.00","5.14","9.31","0.42","0.22","7.68","10.62","0.26","0.19","0.00","0.00","0.00"
"2018","OCEANSIDE MARINA","SOUTHERN CALIFORNIA COASTAL","0.00","3.09","3.80","0.30","0.43","3.02","5.77","0.00","0.16","0.00","0.00","0.00"
"2018","LINDBERGH FIELD","SOUTHERN CALIFORNIA COASTAL","0.00","2.72","4.03","0.48","0.38","2.15","3.68","0.02","0.14","0.00","0.00","0.00"
"2018","SANTA ANA FS","SOUTHERN CALIFORNIA COASTAL","0.00","1.95","3.80","0.19","0.32","3.49","2.43","0.04","0.00","0.00","0.00","0.00"
"2018","CEDARVILLE","NORTH AND CENTRAL LAHONTAN","0.51","0.25","2.12","1.01","0.37","1.20","0.58","1.21","0.66","0.00","0.21","0.05"
"2018","DOYLE 4SSE","NORTH AND CENTRAL LAHONTAN","","","","","","","","","","","",""
"2018","DOYLE","NORTH AND CENTRAL LAHONTAN","","","2.49","0.66","0.02","1.35","0.66","0.74","0.21","0.06","0.13","0.02"
"2018","FORT BIDWELL","NORTH AND CENTRAL LAHONTAN","0.94","0.85","4.06","1.57","0.10","1.77","1.09","1.55","0.54","0.03","0.14","0.03"
"2018","JESS VALLEY","NORTH AND CENTRAL LAHONTAN","0.22","0.00","","","","","","0.91","","0.15","",""
"2018","SUTCLIFFE-PYRAMID LK","NORTH AND CENTRAL LAHONTAN","0.01","0.20","1.41","0.11","0.02","0.40","0.33","","0.17","0.00","0.08","0.00"
"2018","SUSANVILLE","NORTH AND CENTRAL LAHONTAN","0.00","","3.31","0.67","0.00","2.64","0.33","0.30","0.21","0.01","0.00","0.00"
"2018","STEAD","NORTH AND CENTRAL LAHONTAN","0.00","","","","0.00","","","","","0.10","","0.00"
