"Year","Month","Inches of Precipitation"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","0.44"
"2016","DEC","0.44"
"2016","JAN","0.00"
"2016","FEB","0.38"
"2016","MAR","0.41"
"2016","APR","0.78"
"2016","MAY","0.09"
"2016","JUN","0.05"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP",""
"2016","OCT","0.01"
"2016","NOV","0.61"
"2016","DEC","0.61"
"2016","JAN","0.30"
"2016","FEB","0.01"
"2016","MAR","0.66"
"2016","APR","0.54"
"2016","MAY","0.15"
"2016","JUN","0.50"
"2016","JUL","0.00"
"2016","AUG","0.03"
"2016","SEP","0.50"
"2016","OCT","0.00"
"2016","NOV","1.09"
"2016","DEC","0.58"
"2016","JAN","0.42"
"2016","FEB","0.14"
"2016","MAR","1.67"
"2016","APR","1.28"
"2016","MAY","0.14"
"2016","JUN","0.23"
"2016","JUL","0.10"
"2016","AUG","0.05"
"2016","SEP","0.04"
"2016","OCT","0.02"
"2016","NOV","0.60"
"2016","DEC","0.78"
"2016","JAN","0.17"
"2016","FEB","0.23"
"2016","MAR","1.45"
"2016","APR","0.48"
"2016","MAY","0.28"
"2016","JUN",""
"2016","JUL","0.11"
"2016","AUG","0.00"
"2016","SEP","0.05"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN","0.22"
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","0.23"
"2016","DEC","0.58"
"2016","JAN","0.04"
"2016","FEB","0.11"
"2016","MAR","0.31"
"2016","APR","1.26"
"2016","MAY","0.28"
"2016","JUN","0.07"
"2016","JUL","0.05"
"2016","AUG","0.00"
"2016","SEP","0.04"
"2016","OCT","0.00"
"2016","NOV","1.12"
"2016","DEC","1.15"
"2016","JAN","0.00"
"2016","FEB","0.31"
"2016","MAR","1.99"
"2016","APR","1.05"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.29"
"2016","NOV","1.42"
"2016","DEC","2.61"
"2016","JAN","1.85"
"2016","FEB","0.43"
"2016","MAR","0.32"
"2016","APR","0.76"
"2016","MAY","0.91"
"2016","JUN","0.60"
"2016","JUL","0.19"
"2016","AUG","0.24"
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","0.85"
"2016","DEC","0.21"
"2016","JAN","0.08"
"2016","FEB","0.70"
"2016","MAR","0.37"
"2016","APR","1.33"
"2016","MAY","0.48"
"2016","JUN","0.05"
"2016","JUL","0.16"
"2016","AUG","0.04"
"2016","SEP","0.05"
"2016","OCT","0.00"
"2016","NOV","1.35"
"2016","DEC","0.08"
"2016","JAN","0.03"
"2016","FEB","0.13"
"2016","MAR","0.07"
"2016","APR","0.21"
"2016","MAY","0.34"
"2016","JUN","0.55"
"2016","JUL","0.18"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG","0.50"
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","0.89"
"2016","DEC","0.99"
"2016","JAN","0.00"
"2016","FEB","0.27"
"2016","MAR","0.23"
"2016","APR","0.56"
"2016","MAY","0.34"
"2016","JUN","0.22"
"2016","JUL","0.05"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.23"
"2016","NOV","0.64"
"2016","DEC","1.92"
"2016","JAN","2.73"
"2016","FEB","0.43"
"2016","MAR","0.94"
"2016","APR","0.35"
"2016","MAY","2.44"
"2016","JUN","1.30"
"2016","JUL","0.30"
"2016","AUG","0.13"
"2016","SEP","0.02"
"2016","OCT","1.16"
"2016","NOV",""
"2016","DEC","0.88"
"2016","JAN",""
"2016","FEB","0.10"
"2016","MAR","0.44"
"2016","APR","0.57"
"2016","MAY","0.63"
"2016","JUN","0.45"
"2016","JUL","0.38"
"2016","AUG","0.07"
"2016","SEP","0.00"
"2016","OCT","1.65"
"2016","NOV","1.04"
"2016","DEC","7.37"
"2016","JAN","11.18"
"2016","FEB","2.49"
"2016","MAR","1.61"
"2016","APR","1.21"
"2016","MAY","1.68"
"2016","JUN","0.76"
"2016","JUL","0.15"
"2016","AUG","0.02"
"2016","SEP","0.63"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","1.80"
"2016","DEC","0.43"
"2016","JAN","0.00"
"2016","FEB","0.24"
"2016","MAR","2.00"
"2016","APR","0.66"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.02"
"2016","SEP","0.00"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","1.62"
"2016","DEC","1.20"
"2016","JAN","0.18"
"2016","FEB","1.20"
"2016","MAR","2.08"
"2016","APR","0.74"
"2016","MAY","0.05"
"2016","JUN","0.08"
"2016","JUL","0.07"
"2016","AUG","0.00"
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","1.25"
"2016","DEC","0.58"
"2016","JAN","0.00"
"2016","FEB","0.31"
"2016","MAR","1.77"
"2016","APR","0.43"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.02"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV","2.69"
"2016","DEC","1.03"
"2016","JAN","0.00"
"2016","FEB","0.10"
"2016","MAR","2.36"
"2016","APR","0.50"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV","1.80"
"2016","DEC","1.15"
"2016","JAN","0.08"
"2016","FEB","0.73"
"2016","MAR","1.42"
"2016","APR","1.08"
"2016","MAY","0.00"
"2016","JUN","0.07"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV","3.55"
"2016","DEC","1.39"
"2016","JAN","0.00"
"2016","FEB","0.88"
"2016","MAR","2.25"
"2016","APR","1.50"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.01"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV","3.75"
"2016","DEC","1.01"
"2016","JAN","0.11"
"2016","FEB","1.10"
"2016","MAR","3.44"
"2016","APR","0.84"
"2016","MAY","0.00"
"2016","JUN",""
"2016","JUL","0.15"
"2016","AUG","0.41"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV","1.90"
"2016","DEC","0.72"
"2016","JAN","0.09"
"2016","FEB","0.35"
"2016","MAR","2.99"
"2016","APR","0.15"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","2.76"
"2016","DEC","1.34"
"2016","JAN","0.09"
"2016","FEB","0.99"
"2016","MAR","2.82"
"2016","APR","0.87"
"2016","MAY","0.02"
"2016","JUN","0.00"
"2016","JUL","0.02"
"2016","AUG","2.00"
"2016","SEP","0.00"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","2.96"
"2016","DEC","1.74"
"2016","JAN","0.00"
"2016","FEB","0.55"
"2016","MAR","1.99"
"2016","APR","1.03"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV","1.04"
"2016","DEC","0.44"
"2016","JAN","0.05"
"2016","FEB","0.20"
"2016","MAR","0.88"
"2016","APR","1.34"
"2016","MAY","0.16"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT","0.00"
"2016","NOV","1.13"
"2016","DEC","1.04"
"2016","JAN","0.00"
"2016","FEB","0.28"
"2016","MAR","1.90"
"2016","APR","0.24"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.00"
"2016","SEP","0.00"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB","0.67"
"2016","MAR","2.51"
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","3.92"
"2016","DEC","1.08"
"2016","JAN","0.09"
"2016","FEB","0.34"
"2016","MAR","2.97"
"2016","APR","0.03"
"2016","MAY","0.00"
"2016","JUN","0.00"
"2016","JUL","0.33"
"2016","AUG","0.21"
"2016","SEP","0.00"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.13"
"2016","NOV","2.52"
"2016","DEC","0.84"
"2016","JAN","0.20"
"2016","FEB",""
"2016","MAR","2.94"
"2016","APR","0.97"
"2016","MAY","0.07"
"2016","JUN","0.44"
"2016","JUL","0.43"
"2016","AUG","0.00"
"2016","SEP","0.02"
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT",""
"2016","NOV",""
"2016","DEC",""
"2016","JAN",""
"2016","FEB",""
"2016","MAR",""
"2016","APR",""
"2016","MAY",""
"2016","JUN",""
"2016","JUL",""
"2016","AUG",""
"2016","SEP",""
"2016","OCT","0.00"
"2016","NOV","3.51"
"2016","DEC","1.33"
"2016","JAN","0.20"
"2016","FEB","0.97"
"2016","MAR","3.65"
"2016","APR","1.30"
"2016","MAY","0.07"
"2016","JUN","0.00"
"2016","JUL","0.00"
"2016","AUG","0.11"
"2016","SEP","0.00"
"2017","OCT","0.86"
"2017","NOV","0.49"
"2017","DEC","2.12"
"2017","JAN","3.42"
"2017","FEB","1.38"
"2017","MAR","1.00"
"2017","APR","0.36"
"2017","MAY","2.30"
"2017","JUN","1.54"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","0.16"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","0.61"
"2017","NOV","1.21"
"2017","DEC","4.19"
"2017","JAN","6.31"
"2017","FEB","0.24"
"2017","MAR","0.77"
"2017","APR","0.58"
"2017","MAY","2.02"
"2017","JUN","0.87"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","0.20"
"2017","OCT","0.35"
"2017","NOV","0.75"
"2017","DEC","2.44"
"2017","JAN","4.14"
"2017","FEB","0.66"
"2017","MAR",""
"2017","APR","0.26"
"2017","MAY","2.59"
"2017","JUN",""
"2017","JUL",""
"2017","AUG","0.00"
"2017","SEP","0.20"
"2017","OCT","3.68"
"2017","NOV","1.81"
"2017","DEC","5.59"
"2017","JAN","18.19"
"2017","FEB","4.34"
"2017","MAR","4.32"
"2017","APR","3.37"
"2017","MAY","4.05"
"2017","JUN","2.52"
"2017","JUL","0.00"
"2017","AUG","0.02"
"2017","SEP","2.33"
"2017","OCT","0.65"
"2017","NOV","0.24"
"2017","DEC","2.86"
"2017","JAN","3.43"
"2017","FEB","0.51"
"2017","MAR","0.74"
"2017","APR","0.46"
"2017","MAY","2.50"
"2017","JUN","1.20"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","0.05"
"2017","OCT","2.43"
"2017","NOV","2.10"
"2017","DEC","9.16"
"2017","JAN","7.73"
"2017","FEB","2.85"
"2017","MAR","3.71"
"2017","APR","2.71"
"2017","MAY","4.66"
"2017","JUN","2.00"
"2017","JUL","0.04"
"2017","AUG","0.07"
"2017","SEP","1.37"
"2017","OCT","2.22"
"2017","NOV","1.95"
"2017","DEC","4.12"
"2017","JAN","9.19"
"2017","FEB","2.08"
"2017","MAR","3.27"
"2017","APR","1.43"
"2017","MAY","4.06"
"2017","JUN","1.80"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","0.77"
"2017","OCT","0.88"
"2017","NOV","1.73"
"2017","DEC","4.20"
"2017","JAN","7.34"
"2017","FEB","1.35"
"2017","MAR","1.74"
"2017","APR","1.34"
"2017","MAY","2.16"
"2017","JUN","0.81"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","0.72"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT",""
"2017","NOV","0.42"
"2017","DEC","5.34"
"2017","JAN","7.06"
"2017","FEB","0.73"
"2017","MAR","2.15"
"2017","APR","0.78"
"2017","MAY","4.16"
"2017","JUN","0.92"
"2017","JUL","0.00"
"2017","AUG","0.05"
"2017","SEP","0.80"
"2017","OCT","2.70"
"2017","NOV","1.54"
"2017","DEC","3.55"
"2017","JAN","10.37"
"2017","FEB","3.16"
"2017","MAR","4.31"
"2017","APR","2.39"
"2017","MAY","4.26"
"2017","JUN","2.41"
"2017","JUL","0.00"
"2017","AUG","0.01"
"2017","SEP","1.54"
"2017","OCT","1.28"
"2017","NOV","1.77"
"2017","DEC","4.14"
"2017","JAN","8.24"
"2017","FEB","1.60"
"2017","MAR","2.63"
"2017","APR","1.69"
"2017","MAY","2.75"
"2017","JUN","1.33"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","1.10"
"2017","OCT","0.65"
"2017","NOV","0.85"
"2017","DEC","4.52"
"2017","JAN","7.00"
"2017","FEB","0.27"
"2017","MAR","1.40"
"2017","APR","0.31"
"2017","MAY","2.70"
"2017","JUN","0.79"
"2017","JUL","0.00"
"2017","AUG","0.01"
"2017","SEP","0.08"
"2017","OCT","0.00"
"2017","NOV","0.00"
"2017","DEC",""
"2017","JAN","2.60"
"2017","FEB","0.08"
"2017","MAR","1.63"
"2017","APR","0.69"
"2017","MAY","0.97"
"2017","JUN","2.59"
"2017","JUL","0.03"
"2017","AUG","0.02"
"2017","SEP","0.00"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","0.39"
"2017","NOV","0.37"
"2017","DEC","1.51"
"2017","JAN","1.93"
"2017","FEB","0.27"
"2017","MAR","1.89"
"2017","APR","0.40"
"2017","MAY","1.03"
"2017","JUN","0.55"
"2017","JUL","0.06"
"2017","AUG","0.30"
"2017","SEP","0.00"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT",""
"2017","NOV",""
"2017","DEC","5.52"
"2017","JAN","7.08"
"2017","FEB","0.00"
"2017","MAR","2.29"
"2017","APR","1.48"
"2017","MAY","3.04"
"2017","JUN","0.12"
"2017","JUL","0.00"
"2017","AUG","0.08"
"2017","SEP","0.00"
"2017","OCT","1.51"
"2017","NOV","1.75"
"2017","DEC","7.63"
"2017","JAN","5.41"
"2017","FEB","0.36"
"2017","MAR","2.87"
"2017","APR","2.05"
"2017","MAY","3.49"
"2017","JUN","0.50"
"2017","JUL","0.01"
"2017","AUG","0.05"
"2017","SEP","0.22"
"2017","OCT","0.16"
"2017","NOV","1.04"
"2017","DEC","11.73"
"2017","JAN","4.55"
"2017","FEB","0.04"
"2017","MAR","2.59"
"2017","APR","1.77"
"2017","MAY","2.72"
"2017","JUN","0.05"
"2017","JUL","0.00"
"2017","AUG","0.05"
"2017","SEP","0.01"
"2017","OCT","0.62"
"2017","NOV","1.24"
"2017","DEC","6.05"
"2017","JAN","8.34"
"2017","FEB","0.11"
"2017","MAR","2.79"
"2017","APR","1.92"
"2017","MAY","2.51"
"2017","JUN","0.17"
"2017","JUL","0.03"
"2017","AUG","0.02"
"2017","SEP","0.20"
"2017","OCT","2.62"
"2017","NOV","2.36"
"2017","DEC","14.24"
"2017","JAN","22.44"
"2017","FEB","1.44"
"2017","MAR","6.44"
"2017","APR","2.80"
"2017","MAY","8.60"
"2017","JUN","2.16"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","1.32"
"2017","OCT","0.76"
"2017","NOV","2.04"
"2017","DEC","11.06"
"2017","JAN","5.60"
"2017","FEB","0.17"
"2017","MAR","4.07"
"2017","APR","1.86"
"2017","MAY","3.52"
"2017","JUN","0.49"
"2017","JUL","0.01"
"2017","AUG","0.04"
"2017","SEP","0.29"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT",""
"2017","NOV",""
"2017","DEC","3.82"
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","3.04"
"2017","NOV","2.34"
"2017","DEC","8.59"
"2017","JAN","18.78"
"2017","FEB","3.20"
"2017","MAR","6.90"
"2017","APR","4.67"
"2017","MAY","6.43"
"2017","JUN","3.22"
"2017","JUL","0.00"
"2017","AUG","0.10"
"2017","SEP","1.44"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","2.99"
"2017","NOV","1.64"
"2017","DEC","4.14"
"2017","JAN","6.08"
"2017","FEB","0.92"
"2017","MAR","1.36"
"2017","APR","1.30"
"2017","MAY","2.99"
"2017","JUN","0.94"
"2017","JUL","0.06"
"2017","AUG","0.00"
"2017","SEP","0.29"
"2017","OCT","0.85"
"2017","NOV","0.64"
"2017","DEC","2.64"
"2017","JAN","3.01"
"2017","FEB","0.20"
"2017","MAR","0.53"
"2017","APR","0.34"
"2017","MAY","1.65"
"2017","JUN","0.40"
"2017","JUL","0.00"
"2017","AUG","0.17"
"2017","SEP","0.00"
"2017","OCT","0.39"
"2017","NOV","0.11"
"2017","DEC","1.67"
"2017","JAN","1.50"
"2017","FEB","0.12"
"2017","MAR","0.75"
"2017","APR","0.23"
"2017","MAY","1.18"
"2017","JUN","0.18"
"2017","JUL","0.00"
"2017","AUG","0.25"
"2017","SEP","0.00"
"2017","OCT","0.77"
"2017","NOV","0.45"
"2017","DEC","2.41"
"2017","JAN","2.95"
"2017","FEB","0.26"
"2017","MAR","0.57"
"2017","APR","0.23"
"2017","MAY","2.84"
"2017","JUN","0.28"
"2017","JUL","0.00"
"2017","AUG","1.29"
"2017","SEP","0.00"
"2017","OCT","0.46"
"2017","NOV",""
"2017","DEC","5.01"
"2017","JAN","6.10"
"2017","FEB","0.05"
"2017","MAR","1.90"
"2017","APR","0.84"
"2017","MAY","3.99"
"2017","JUN","0.00"
"2017","JUL","0.14"
"2017","AUG","0.00"
"2017","SEP","0.01"
"2017","OCT",""
"2017","NOV",""
"2017","DEC","4.28"
"2017","JAN","2.43"
"2017","FEB","0.00"
"2017","MAR","0.56"
"2017","APR","0.72"
"2017","MAY","2.23"
"2017","JUN","0.21"
"2017","JUL","0.01"
"2017","AUG","0.03"
"2017","SEP","0.01"
"2017","OCT","0.77"
"2017","NOV","0.45"
"2017","DEC","2.41"
"2017","JAN","2.95"
"2017","FEB","0.26"
"2017","MAR","0.57"
"2017","APR","0.23"
"2017","MAY","2.84"
"2017","JUN","0.28"
"2017","JUL","0.00"
"2017","AUG","1.29"
"2017","SEP","0.00"
"2017","OCT","0.32"
"2017","NOV","0.65"
"2017","DEC","2.54"
"2017","JAN","2.82"
"2017","FEB","0.03"
"2017","MAR","0.64"
"2017","APR","0.58"
"2017","MAY","1.08"
"2017","JUN","0.88"
"2017","JUL","0.40"
"2017","AUG","0.14"
"2017","SEP","0.00"
"2017","OCT","1.36"
"2017","NOV","3.06"
"2017","DEC","6.00"
"2017","JAN","11.58"
"2017","FEB","0.25"
"2017","MAR","2.66"
"2017","APR","1.07"
"2017","MAY","4.47"
"2017","JUN","0.38"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","0.12"
"2017","OCT","1.03"
"2017","NOV","0.60"
"2017","DEC","6.57"
"2017","JAN","8.41"
"2017","FEB","0.40"
"2017","MAR","3.30"
"2017","APR","1.70"
"2017","MAY","2.68"
"2017","JUN","0.57"
"2017","JUL","0.08"
"2017","AUG","0.30"
"2017","SEP","1.30"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","0.30"
"2017","NOV","0.10"
"2017","DEC","1.56"
"2017","JAN","1.34"
"2017","FEB","0.00"
"2017","MAR","0.00"
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","1.79"
"2017","NOV","2.49"
"2017","DEC","6.23"
"2017","JAN","10.15"
"2017","FEB","0.26"
"2017","MAR","2.74"
"2017","APR","1.17"
"2017","MAY","4.00"
"2017","JUN","0.72"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","1.32"
"2017","OCT","0.60"
"2017","NOV","0.05"
"2017","DEC","1.72"
"2017","JAN","10.13"
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","0.32"
"2017","NOV","1.16"
"2017","DEC","6.33"
"2017","JAN","4.24"
"2017","FEB",""
"2017","MAR","1.81"
"2017","APR","1.94"
"2017","MAY","2.52"
"2017","JUN","0.40"
"2017","JUL","0.69"
"2017","AUG","0.14"
"2017","SEP","0.00"
"2017","OCT","0.42"
"2017","NOV","0.07"
"2017","DEC","1.34"
"2017","JAN","1.49"
"2017","FEB","0.24"
"2017","MAR","0.68"
"2017","APR","0.10"
"2017","MAY","1.07"
"2017","JUN","0.17"
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP","0.00"
"2017","OCT","0.75"
"2017","NOV","2.26"
"2017","DEC","6.24"
"2017","JAN","3.36"
"2017","FEB","0.05"
"2017","MAR","2.32"
"2017","APR","1.37"
"2017","MAY","3.09"
"2017","JUN","0.62"
"2017","JUL","0.02"
"2017","AUG","0.02"
"2017","SEP","0.04"
"2017","OCT","1.62"
"2017","NOV","2.15"
"2017","DEC","6.41"
"2017","JAN","12.23"
"2017","FEB","0.02"
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL","0.00"
"2017","AUG","0.00"
"2017","SEP",""
"2017","OCT","0.43"
"2017","NOV","0.66"
"2017","DEC","2.02"
"2017","JAN","2.08"
"2017","FEB","0.03"
"2017","MAR","0.96"
"2017","APR","0.73"
"2017","MAY","2.03"
"2017","JUN","0.27"
"2017","JUL","0.11"
"2017","AUG","0.08"
"2017","SEP","0.02"
"2017","OCT","0.00"
"2017","NOV","1.58"
"2017","DEC","12.44"
"2017","JAN","3.36"
"2017","FEB","0.00"
"2017","MAR","1.80"
"2017","APR","1.06"
"2017","MAY","2.60"
"2017","JUN","0.00"
"2017","JUL","0.00"
"2017","AUG","0.12"
"2017","SEP","0.00"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","0.00"
"2017","NOV","0.57"
"2017","DEC","7.37"
"2017","JAN","1.86"
"2017","FEB","0.00"
"2017","MAR","1.55"
"2017","APR","0.83"
"2017","MAY","1.44"
"2017","JUN","0.00"
"2017","JUL","0.01"
"2017","AUG","0.00"
"2017","SEP","0.00"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
"2017","JUL",""
"2017","AUG",""
"2017","SEP",""
"2017","OCT","0.08"
"2017","NOV","1.65"
"2017","DEC","6.36"
"2017","JAN","3.12"
"2017","FEB","0.00"
"2017","MAR","3.80"
"2017","APR","2.94"
"2017","MAY","1.55"
"2017","JUN","0.00"
"2017","JUL","0.00"
"2017","AUG","0.02"
"2017","SEP","0.00"
"2017","OCT","0.00"
"2017","NOV","0.96"
"2017","DEC","5.21"
"2017","JAN","2.09"
"2017","FEB","0.00"
"2017","MAR","1.59"
"2017","APR","1.11"
"2017","MAY","2.92"
"2017","JUN","0.00"
"2017","JUL","0.00"
"2017","AUG","0.06"
"2017","SEP","0.00"
"2017","OCT",""
"2017","NOV",""
"2017","DEC",""
"2017","JAN",""
"2017","FEB",""
"2017","MAR",""
"2017","APR",""
"2017","MAY",""
"2017","JUN",""
