Year,ID,Location,Station,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP
2018,GNFC1,GIANT FOREST,KERN...TULE...KAWEAH...KINGS,,,0.01,4.02,1.68,16.28,4.08,0.46,0,0.29,,0.32
2018,GNNC1,GLENNVILLE,KERN...TULE...KAWEAH...KINGS,0,0.8,0.18,1.16,0.71,6.68,1.53,0,0,0,0,0
2018,GRGC1,GRANT GROVE,KERN...TULE...KAWEAH...KINGS,0.15,2.77,0.17,4.17,0.96,21.25,4.14,,0,0,0,0
2018,HCKC1,HOCKETT MEADOW,KERN...TULE...KAWEAH...KINGS,,4.1,0,3.63,1.57,13.6,4.4,0.73,0.18,0.2,0.02,0.5
2018,HSSC1,HOSSACK,KERN...TULE...KAWEAH...KINGS,0,3.66,12.22,3.72,1.51,15.32,3.9,0.4,0.23,0.54,0,0
2018,ISAC1,LAKE ISABELLA DAM,KERN...TULE...KAWEAH...KINGS,0.01,0.43,0.06,1.33,0.02,5.66,1.1,0.17,0.02,0.03,0,1.12
2018,LDGC1,LODGEPOLE,KERN...TULE...KAWEAH...KINGS,0.05,4.53,0.12,4.16,1.44,17.26,3.97,0.95,0,0.55,0,0
2018,MNHC1,MOUNTAIN HOME,KERN...TULE...KAWEAH...KINGS,0.38,3.14,0.03,3.97,0.95,4.87,,0.58,0.43,0,0,0.01
2018,PFTC1,PINE FLAT DAM,KERN...TULE...KAWEAH...KINGS,0.19,1.03,0.04,2.3,0.39,8.53,1.44,0.13,0.03,0.06,0.22,0.36
2018,RGCC1,ROGERS CAMP,KERN...TULE...KAWEAH...KINGS,0,2.45,0.12,2.85,1.7,12.66,2.64,0.5,0.09,0.55,0,0
2018,SCSC1,LAKE SUCCESS DAM,KERN...TULE...KAWEAH...KINGS,0.17,0.36,0.06,1.57,0.62,5.12,1.41,0.65,0.88,0.44,0.23,0.33
2018,TMDC1,TERMINUS DAM,KERN...TULE...KAWEAH...KINGS,0.01,0.75,0.02,1.37,0.53,5.05,0.92,0.03,0.01,0.01,0,0
2018,TREC1,THREE RIVER EDISON PH #1,KERN...TULE...KAWEAH...KINGS,0,1.7,0.1,1.9,0.62,6.15,1.74,0.04,0,0,0,0
2018,CNGC1,COALINGA,TULARE-BUENA VISTA LAKES,0.06,0,0,1.51,0.15,2.7,0.06,0,0,0,0,0
2018,FAT,FRESNO AIR TERMINAL,TULARE-BUENA VISTA LAKES,0.09,0.28,0.04,1.23,0.26,4.19,0.64,0,0,0,0,0
2018,HJO,HANFORD,TULARE-BUENA VISTA LAKES,0.06,0.31,0.04,1.37,0.3,2.33,0.29,0,0,0,0,0
2018,LEMC1,LEMON COVE,TULARE-BUENA VISTA LAKES,0.04,0.85,0.07,1.55,0.75,4.74,0.94,0,0,0,0,0
2018,LINC1,LINDSAY,TULARE-BUENA VISTA LAKES,0.06,0.44,0.05,1.11,0.69,3.56,0.67,0.02,0,0,0,0
2018,VISC1,VISALIA,TULARE-BUENA VISTA LAKES,0.1,0.2,0.08,0.88,0.67,3.42,0.82,0,0,0,0,0
2018,WASC1,WASCO,TULARE-BUENA VISTA LAKES,0,0.52,0,1.17,0.33,1.57,0.27,0,0,0,0,0
2018,BISC1,BIG SUR STATE PARK,CENTRAL CALIFORNIA COASTAL,0.15,3.73,0.06,7.78,0.56,14.45,2.45,0.04,0,0,0,0
2018,CCAC1,CACHUMA DAM,CENTRAL CALIFORNIA COASTAL,0,0.07,0,3.45,0.16,4.85,0.09,0.4,0,0,0,0
2018,HOLC1,HOLLISTER,CENTRAL CALIFORNIA COASTAL,,,0.23,2.31,0.52,,,,0,0,,0
2018,JUNC1,JUNCAL DAM,CENTRAL CALIFORNIA COASTAL,0,0.23,0,3.6,0.27,8.92,0.04,0.3,0,0,0,0
2018,KICC1,KING CITY,CENTRAL CALIFORNIA COASTAL,0.06,0.45,,2.66,0.13,4,0.34,0.02,0,0,0,0
2018,PRB,PASO ROBLES,CENTRAL CALIFORNIA COASTAL,0.09,0.16,0.02,2.03,0.36,6.76,0.2,0,0,0,0,0
2018,SBA,SANTA BARBARA,CENTRAL CALIFORNIA COASTAL,0,0.07,0,2.72,0.01,5.5,0,0,0,0,0,0
2018,SBPC1,SAN LUIS OBISPO,CENTRAL CALIFORNIA COASTAL,0.01,0.49,0.17,3.55,0.15,9.12,0.56,0.01,0,0,0,0
2018,SCRC1,SANTA CRUZ,CENTRAL CALIFORNIA COASTAL,0.07,2.75,0.18,5.29,0.32,6.89,3.98,0.04,0.03,0,0,0.01
2018,SMX,SANTA MARIA,CENTRAL CALIFORNIA COASTAL,0.03,0.06,0.03,1.9,0.14,3.44,0.41,0,0,0,0,0
2018,SNSC1,SALINAS NO. 2,CENTRAL CALIFORNIA COASTAL,,1.07,0.1,2.5,0.17,3.47,2.65,0.09,0,,,
2018,WVIC1,WATSONVILLE WATERWORKS,CENTRAL CALIFORNIA COASTAL,0.05,2,,3.3,0.2,7.25,2.06,0.04,0,0.02,0,0
2018,BBLC1,BIG BEAR LAKE F.S.,SOUTHERN CALIFORNIA COASTAL,0,0,0.01,3.28,0.4,4.72,0,0.56,0,0.99,0,0
2018,CQT,DOWNTOWN LA,SOUTHERN CALIFORNIA COASTAL,0.1,0.01,0.01,1.77,0.03,2.69,0.02,0.09,0,0,0,0
2018,CUYC1,CUYAMACA,SOUTHERN CALIFORNIA COASTAL,0.25,0.1,0.11,5.94,1.55,6.55,0,0,0,0,0.1,0
2018,ELPC1,EL CAPITAN DAM,SOUTHERN CALIFORNIA COASTAL,0.08,0,0.17,3.44,1.08,2.21,0,0.25,0,0,0,0
2018,EORC1,ELSINORE,SOUTHERN CALIFORNIA COASTAL,0.01,0.05,0,1.98,0.12,1.11,0.01,0.05,0,0,0,0
2018,HENC1,HENSHAW DAM,SOUTHERN CALIFORNIA COASTAL,0.03,0.02,0,4.92,1.04,3.61,0.04,0.07,0,0.11,0,0
2018,LAX,""LA INT'L AIRPORT"",SOUTHERN CALIFORNIA COASTAL,0,0.1,0.01,1.4,0.1,2.07,0.05,0.06,0,0,0,0
2018,LGB,LONG BEACH,SOUTHERN CALIFORNIA COASTAL,0,0.07,0,1.48,0.29,1.64,0.04,0.01,0,0,0,0
2018,LOX,OXNARD,SOUTHERN CALIFORNIA COASTAL,0,0.05,0,1.06,0.19,5.02,0.05,0,0,0,0,0.01
2018,OJAC1,OJAI,SOUTHERN CALIFORNIA COASTAL,0,0.05,0,3.01,0.11,8.47,0.01,0.14,0.02,0,0,0
2018,MWS,MOUNT WILSON,SOUTHERN CALIFORNIA COASTAL,0.1,0.36,0,6.84,0.68,11.13,0.02,0.41,0,0,0,0
2018,OCNC1,OCEANSIDE MARINA,SOUTHERN CALIFORNIA COASTAL,0.03,0.24,0.03,2.94,0.3,1.83,0.08,0.17,0,0.06,0,0
2018,SAN,LINDBERGH FIELD,SOUTHERN CALIFORNIA COASTAL,0,0.02,0.07,1.78,0.36,0.95,0.02,0.12,0,0,0.02,0
2018,STAC1,SANTA ANA FS,SOUTHERN CALIFORNIA COASTAL,0,0.04,0,1.08,0.02,1.39,0.02,0.11,0,0,0,0
2018,CEDC1,CEDARVILLE,NORTH AND CENTRAL LAHONTAN,0.57,3.44,0.62,1.4,1.38,0.89,2.64,3.33,0.5,0.05,0,0
2018,DOLC1,DOYLE 4SSE,NORTH AND CENTRAL LAHONTAN,,,,,,,,,,,,
2018,DOYC1,DOYLE,NORTH AND CENTRAL LAHONTAN,0.53,4.4,,,,,,,,,,
2018,FOBC1,FORT BIDWELL,NORTH AND CENTRAL LAHONTAN,0.61,3.33,0.46,1.63,1,2.52,2.8,2.38,0.35,0,0,0.02
2018,JESC1,JESS VALLEY,NORTH AND CENTRAL LAHONTAN,0.52,2.29,0.64,1.67,0.85,1.68,3.83,3.23,,0,0.05,0
2018,Q63,SUTCLIFFE-PYRAMID LK,NORTH AND CENTRAL LAHONTAN,0,1.67,0.04,0.65,0.05,1.85,0.92,1.3,0.41,0.24,0,0
2018,SNVC1,SUSANVILLE,NORTH AND CENTRAL LAHONTAN,0.6,2.09,0.27,2.23,0.19,1.53,1.96,1.44,0.15,0,0,0
2018,STDN2,STEAD,NORTH AND CENTRAL LAHONTAN,0.1,0.65,0.16,0.74,0.8,2.69,,2.89,0.48,,0,0
2018,SVEC1,SUSANVILLE 1 WNW,NORTH AND CENTRAL LAHONTAN,0.6,2.09,0.27,2.23,0.19,1.53,1.96,1.44,0.15,0,0,0
2018,WAWN2,WADSWORTH 4N,NORTH AND CENTRAL LAHONTAN,0.08,0.3,0.12,0.4,0.57,0.71,0.69,1.49,0.1,0.21,0.15,0
2018,WTNN2,WELLINGTON,NORTH AND CENTRAL LAHONTAN,0.06,1.9,0.04,0.28,0.27,1.37,0.39,2.77,0.07,0.32,0.35,0
2018,BDEC1,BODIE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.02,2.37,0.22,0.78,0.83,3.67,,1.78,0,1.11,3.27,0
2018,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.63,4.78,0.41,2.55,0.6,8.63,1.6,2.66,0.16,0.49,0,0
2018,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,2.35,0.02,0.21,0.17,2.1,0.31,1.01,0,0.64,0.21,0.03
2018,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.22,2.27,0,,,3.12,0.63,1.53,0,,0,0
2018,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.23,3.09,0.15,1.51,0.47,5.71,,1.61,0,0.63,0,0
2018,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,,,,3.89,1.06,11.1,3.07,3.18,,,,
2018,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.27,,0.36,0.15,0.45,,0.98,0,0.13,0.01,
2018,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.31,4.65,0.19,1.87,0.48,7.31,,1.84,0,,0,0
2018,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,,,,,,,,,,0,0.71,0
2018,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.19,3.1,0.06,0.92,0.19,2.66,0.72,1.53,0,0.25,0,0
2018,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.28,1.18,0.11,0.67,0.2,2.35,0.54,1.84,0.1,1.29,0,0
2018,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,1.24,0.06,,0.1,1.69,0.36,,0,0.16,0,
2018,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,1.1,0,0.54,0.45,1.5,0.82,2.55,0.2,1.5,0,0
2018,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.6,8.15,0.48,3.78,1.25,12.32,2.58,2.57,0,0.29,0,0
2018,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.62,6.32,0.45,3.3,0.95,10.21,2.38,2.39,0,1.24,0,0
2018,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.4,3.08,0,0.3,0.14,3.22,,1.85,0.25,,0,0
2018,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.01,0,0.07,0.19,0.04,0.64,0.19,1.05,0,0.75,0.01,0
2018,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.02,0.92,0.04,0.57,0.13,0.71,0.2,1.26,0,0.28,0.41,0
2018,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,0,0,0,0.42,0.01,1.17,0,0.49,0,0.33,0,0
2018,BIH,BISHOP AP,MOJAVE...MONO LAKE...SALTON SEA,0,0.16,0,0.04,0,0.62,0.4,0.27,0,1.52,0.01,0.06
2018,DEVC1,DEATH VALLEY,MOJAVE...MONO LAKE...SALTON SEA,0,0,0,0.48,0.05,0.15,0,0,0,0.05,0,0
2018,ELLC1,ELLERY LAKE,MOJAVE...MONO LAKE...SALTON SEA,0.2,3.02,0.12,1.44,0.68,5.02,1.9,1.76,0,3.33,0,0
2018,FMTC1,FAIRMONT,MOJAVE...MONO LAKE...SALTON SEA,0,0.03,0,2.25,0.54,3.77,0.1,0.01,0,0,0,0
2018,GEMC1,GEM LAKE,MOJAVE...MONO LAKE...SALTON SEA,0.17,2.4,0.08,1.64,0.24,6.34,1.92,1.24,0,0.96,0.28,0
2018,HEEC1,HAIWEE,MOJAVE...MONO LAKE...SALTON SEA,0,0.06,0,1.54,0.13,1.25,0,0.73,0,0,0,0
2018,INDC1,INDEPENDENCE,MOJAVE...MONO LAKE...SALTON SEA,0,0.37,0,0.45,0.04,0.43,0.1,0.01,0,0.94,0,0.01
2018,LASC1,LAKE SABRINA,MOJAVE...MONO LAKE...SALTON SEA,0,1.74,0,0.64,0.61,4.69,1.28,1.6,0,3.12,1.59,0.1
2018,LEVC1,LEE VINING,MOJAVE...MONO LAKE...SALTON SEA,0.08,2.7,0,0.63,0.36,3.86,1.13,2.37,0,1.7,0.12,0
2018,LKAC1,LAKE ARROWHEAD F.S.,MOJAVE...MONO LAKE...SALTON SEA,,,,,,0.25,,,,,,
2018,PMD,PALMDALE,MOJAVE...MONO LAKE...SALTON SEA,0,0,0,0.6,0.07,1.89,0.01,0,0,0,0,0
2018,PSP,PALM SPRINGS,MOJAVE...MONO LAKE...SALTON SEA,0,0,0,1.45,0,0.24,0,0,0,1.11,0,0
2018,SOUC1,SOUTH LAKE,MOJAVE...MONO LAKE...SALTON SEA,0,2.74,0.08,0.8,0.76,7.4,,2.4,0,3.12,0.96,0.2
2018,TYEC1,TWENTYNINE PALMS,MOJAVE...MONO LAKE...SALTON SEA,0,0,0,0.75,0,0.09,0,,,1.28,,
2018,B23,BATTLE MOUNTAIN,HUMBOLDT,0,1.19,0.09,0.53,0.72,1.37,1,0,0,0,0.09,0
2018,BOWN2,BEOWAWE,HUMBOLDT,0.14,0.58,0.3,0.61,0.72,1.41,0.73,0.16,0.16,0,,0
2018,EKO,ELKO,HUMBOLDT,0.13,1.26,0.31,0.47,0.54,1.96,0.99,0.05,0.05,0.03,0.26,0
2018,GIBN2,GIBBS RANCH,HUMBOLDT,0,1.14,0.18,0.65,0.18,2.29,0.61,0.84,0.84,0,,0
2018,IMLN2,IMLAY,HUMBOLDT,0.15,0.79,0.16,0.99,0.36,2.66,1.75,1.78,0.3,0,0.02,0
2018,JIGN2,JIGGS 8SSE,HUMBOLDT,0,1.02,0.11,1.19,0.33,0.53,0.78,,0.03,0.05,,0
2018,LOVN2,LOVELOCK,HUMBOLDT,,,,,,,,,,,,
2018,RYPN2,RYE PATCH DAM,HUMBOLDT,0,0.55,0.04,0.89,0.47,3.89,1.68,0.84,0.28,0,0,0
2018,SFKN2,SOUTH FORK SP,HUMBOLDT,0.18,1.33,0.27,0.35,0.72,2.02,0.68,0.18,0.18,0.01,,0.13
2018,WMC,WINNEMUCCA,HUMBOLDT,0.08,0.95,0.31,0.53,0.56,1.88,1.65,0.16,0.16,0.08,0.04,0
2018,DUFN2,DUFURRENA (SHELDON),BLACK ROCK DESERT,0.12,0.75,0.04,0.53,0.09,0.31,0.4,0.62,0.62,0.13,,0
2018,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,0.32,0.87,0.08,0.37,0.42,1.49,0.79,0.29,0.29,0.1,0,0
2018,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,0.17,0.56,0,0.66,0.03,1.54,0.67,,0.25,0,,0
2018,MCDN2,MCDERMITT,BLACK ROCK DESERT,0.45,1.01,0.07,0.43,0.16,1.05,0.64,0.37,0.37,0.07,,0
2018,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,0.18,0.69,0.12,0.6,0.3,2.1,1.25,0.15,0.15,0,,0
2018,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,0,2.73,0.16,0.41,1.17,1.72,1.12,0.02,0.02,0.15,,0
2018,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,0,0.62,0.08,0.64,0.12,0.86,0.77,0,0,0.1,0.16,0
2018,DYRN2,DYER,CENTRAL NEVADA DESERT,0,0,0,,0.4,,,0.31,,,0.07,
2018,EKAN2,EUREKA,CENTRAL NEVADA DESERT,0.18,1.01,0.1,0.74,1.54,3.19,0.6,0.03,0.03,1.18,0.41,0.13
2018,ELY,ELY,CENTRAL NEVADA DESERT,0.04,0.36,0.18,1.14,0.16,1.47,0.33,0.01,0.01,1.14,0.23,0.01
2018,LAGN2,LAGES,CENTRAL NEVADA DESERT,0.03,0.66,0.1,0.57,0.2,1.65,0.27,,0,1.32,,0
2018,MCGN2,MCGILL,CENTRAL NEVADA DESERT,0,0.3,0.15,1.05,0.28,1.6,0.23,0,0,0.05,,0
2018,MNAN2,MINA,CENTRAL NEVADA DESERT,0,0.01,0.03,0.13,0.12,0.24,1.6,0.83,0,1.56,0.01,0
2018,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,0,0,0,1.13,0.2,0.6,0.01,0.42,0,0.23,0,0.03
2018,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,0.42,2.56,0.28,0.66,0.85,2.24,1.84,0.01,0.01,0.26,,0.11
2018,RTHN2,RUTH,CENTRAL NEVADA DESERT,0.03,0.59,0.15,1.29,0.24,2.77,0.53,0.05,0.05,1.07,0.26,0.03
2018,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,0,0.12,0,0.53,0.1,1.47,0.81,0,0,1.49,,0
2018,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,0,0,0,0.08,0,,0,0.37,0,1.07,0.05,0
2018,TPH,TONOPAH,CENTRAL NEVADA DESERT,0,0.01,0,0.45,0.05,0.22,0,0,0,1.12,0.33,0
2018,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,0.45,1.69,0.62,0.86,0.81,2.02,0.53,,0.11,0.14,,0
2018,JPTN2,JACKPOT,SNAKE AND COLUMBIA,0.14,0.76,0.18,0.44,0.4,2.32,0.22,0.88,0.88,0.1,0,0
2018,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,3.25,6.76,1.27,3.72,2.97,2.71,2.65,0.42,0.24,0,0,0
2018,BLH,BLYTHE,LOWER COLORADO,0,,0,0.14,0,0.03,0,,0,0.1,,0.02
2018,BULA3,BULLHEAD CITY,LOWER COLORADO,0,0,0,0.13,0,0.79,0,0,0,0.2,,0
2018,CALN2,CALIENTE,LOWER COLORADO,0,0.06,0.1,0.96,0.28,1.05,0.1,1.02,0,1.05,1.05,0
2018,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,0,0,0,0.5,0,0.58,,,0,0.55,0.02,0
2018,EED,NEEDLES,LOWER COLORADO,0,0,0,0.41,0.2,0.23,0,0,0,0.93,0.17,0
2018,HIKN2,HIKO,LOWER COLORADO,0,0.03,0,0.77,0,0.33,0,0.37,0,0.88,0.41,0
2018,LAUN2,LAUGHLIN,LOWER COLORADO,0,0,0,0.65,0,0.37,0,0,0,0.15,0.15,0
2018,LAVU1,LA VERKIN,LOWER COLORADO,0,0,0,1.59,0.84,0.94,0.31,0.32,0,1.23,1.12,0
2018,LHCA3,LAKE HAVASU CITY,LOWER COLORADO,0,0,0,0.39,0.08,0.23,0,0,0,0.52,0.04,0
2018,LUNN2,LUND,LOWER COLORADO,0,0.24,0.03,0.86,0,1.5,0.32,0,0,0.66,,0
2018,SGUU1,ST. GEORGE,LOWER COLORADO,0.01,0,0.06,1.51,0.88,0.59,0.72,0.55,0,1.16,1.4,0.11
2018,SPVN2,SPRING VALLEY STATE PA,LOWER COLORADO,0,,,1.01,,,0.43,0.8,0,,0.82,
2018,SRCN2,SEARCHLIGHT,LOWER COLORADO,0,0,0,1.62,0.33,0.67,0,0.48,0,0.87,0.37,0.11
2018,SUNN2,SUNNYSIDE,LOWER COLORADO,0,0.09,0,0.52,0,0.55,0.25,,0,0.7,,0
2018,VEF,LAS VEGAS,LOWER COLORADO,0,0,0,1.57,0.01,0.25,0,0.22,0,0.96,0.16,0
2018,VEYU1,VEYO POWER HOUSE,LOWER COLORADO,0,,,,,,,,,,,
2018,VOFN2,VALLEY FO FIRE SP,LOWER COLORADO,0,0,0.01,1.67,0,0.59,0,0.08,0,4.55,0.15,0.31
2018,WUPA3,WIKIEUP,LOWER COLORADO,0,0,0,0.58,0.75,0.55,0,0.11,0,2.51,0.98,0.29
2018,LENN2,GREAT BASIN N P,GREAT SALT LAKE,0.01,0.3,0.33,1.05,0.97,2.63,0.33,0,0,1.34,1.45,0.03
2018,EMRU1,ENTERPRISE,ESCALANTE DESERT,0,0.3,0.18,1.63,1.11,2.15,0.18,0.71,0,1.5,0.58,0.21
2019,ASHO3,ASHLAND,SOUTHERN OREGON COASTAL,0.4,0.83,2.61,2.1,3.78,1.04,3.2,1.15,0,0,0.55,1.55
2019,CVJO3,CAVE JUNCTION,SOUTHERN OREGON COASTAL,,,,,,,,,,,,
2019,GOLO3,GOLD BEACH,SOUTHERN OREGON COASTAL,,,,,,,,,,,,
2019,GPSO3,GRANTS PASS KAJO,SOUTHERN OREGON COASTAL,0.89,2.33,4.98,7.67,7.43,1.49,5.22,0.74,0.01,0,1.16,2.02
2019,GSPO3,GREEN SPRINGS PP,SOUTHERN OREGON COASTAL,1.08,2.22,3.07,,,2.2,2.41,1.84,0.01,0,0.83,2.94
2019,LEMO3,LEMOLO LAKE,SOUTHERN OREGON COASTAL,4.17,6.06,9.92,7.45,16.42,2.41,10.3,1.88,0.46,0,1.29,5.27
2019,MFR,MEDFORD,SOUTHERN OREGON COASTAL,0.6,1.39,3.21,3.36,4.63,0.94,3.01,1.91,0.01,0,0.86,1.86
2019,OTH,NORTH BEND,SOUTHERN OREGON COASTAL,2.49,5.92,10.1,6.23,16.06,3.35,9.13,3.54,0.37,1.08,0.36,2.8
2019,PRSO3,PROSPECT 2SW,SOUTHERN OREGON COASTAL,2.01,2.65,7.8,5.39,8.21,2.71,8.41,,0.04,0,2,4.82
2019,RIDO3,RIDDLE,SOUTHERN OREGON COASTAL,1.21,2.97,5.73,4.52,8.4,1.75,5.11,1.18,0.28,0.06,1.21,3.28
2019,ROGO3,ROSEBURG,SOUTHERN OREGON COASTAL,,,,,,,,,,,,
2019,SXT,SEXTON SUMMIT,SOUTHERN OREGON COASTAL,1.41,4.21,2.17,8.49,12.8,2,,,,0,1.1,3.11
2019,TKFO3,TOKETEE FALLS,SOUTHERN OREGON COASTAL,2.98,3.76,6.86,4.78,10.22,2.48,8.87,1.69,0.31,0,1.71,5.49
2019,WINO3,WINCHESTER DAM,SOUTHERN OREGON COASTAL,2,3.65,5.05,4.96,9.71,1.9,5.87,1.84,0.82,0.05,0.79,2.66
2019,WLMO3,WILLIAMS,SOUTHERN OREGON COASTAL,0.98,3.15,5.44,7.13,7.95,1.72,4.98,2.16,0,0,1.15,1.41
2019,HMRO3,HART MOUNTAIN REF,OREGON CLOSED BASINS,,,,,,,2.94,3.22,,0,0.1,1.55
2019,PASO3,PAISLEY,OREGON CLOSED BASINS,0.6,0.79,,,1.57,1.52,1.75,2.84,,,,
2019,SMMO3,SUMMER LAKE,OREGON CLOSED BASINS,0.73,1.22,1.89,1.27,2.57,1.5,1.82,2.67,0.84,0.01,0.2,2.03
2019,SVLO3,SILVER LAKE,OREGON CLOSED BASINS,,,,,,,,,,,,
2019,CVLC1,COVELO,NORTHERN CALIFORNIA COASTAL,,,,9.49,16.59,6.43,2.38,6.49,0,0,,
2019,EKA,EUREKA,NORTHERN CALIFORNIA COASTAL,0.85,4.94,4.95,6.67,14.43,4.79,2.51,2.61,0,0,0.18,1.92
2019,FORC1,FORT ROSS,NORTHERN CALIFORNIA COASTAL,1.86,5.32,6.66,7.41,18.54,7.41,4.4,4.99,0.02,0,0.06,0.28
2019,FRBC1,FT BRAGG 5N,NORTHERN CALIFORNIA COASTAL,1.08,4.33,6.07,7.33,14.39,7.6,2.28,6.35,0.02,0.05,0.24,0.75
2019,GASC1,GASQUET RS,NORTHERN CALIFORNIA COASTAL,2.55,8.17,11.54,15.61,24.44,6.55,15.32,4.93,0.24,0,0.83,5.92
2019,SCOC1,SCOTIA,NORTHERN CALIFORNIA COASTAL,1.24,5.7,6.26,10.8,17.62,6.66,2.98,4.78,0,0.03,0.19,1
2019,CHEO3,CHEMULT,UPPER KLAMATH,0.41,2.3,7.15,,,,,,,,,
2019,CHQO3,CHILOQUIN 7NW,UPPER KLAMATH,0.94,1.98,3.22,3.82,5.87,1.55,2.87,3.19,0.07,0.02,0.83,
2019,CRLO3,CRATER LAKE NP,UPPER KLAMATH,3.7,7.99,10.22,8.35,14.91,5.57,10.7,5.14,0.29,0.01,1.3,5.54
2019,GBZO3,GERBER,UPPER KLAMATH,,,,,,,,,,,,
2019,HOWO3,HOWARD PRAIRIE,UPPER KLAMATH,1.35,2.63,4.21,4.55,8.8,2.59,2.79,2.73,0.11,0,0.78,2.99
2019,KENO3,KENO,UPPER KLAMATH,0.48,1.78,2.52,2.2,4.32,1.51,2.43,1.88,0.05,0,0.54,1.18
2019,LMT,KLAMATH FALLS,UPPER KLAMATH,0.41,0.9,1.62,1.49,2.05,0.82,1.64,1.62,0.08,0.07,0.63,1.87
2019,COPC1,COPCO #1 DAM,UPPER KLAMATH,0.63,1.79,3.39,2.86,6.48,1.1,2.54,1.13,0,0,1.08,2.25
2019,BBAC1,BIG BAR 4E,LOWER KLAMATH,,,,4.49,6.4,3.78,0.95,0.01,0.01,0,0.44,
2019,CHNC1,CALLAHAN,LOWER KLAMATH,0.44,,,3.6,5.92,2.3,1.92,4.49,0.16,0.02,,
2019,COPC1,COPCO #1 DAM,LOWER KLAMATH,0.63,1.79,3.39,2.86,6.48,1.1,2.54,1.13,0,0,1.08,2.25
2019,FOJC1,FORT JONES,LOWER KLAMATH,0.46,2.83,,,5.3,1.2,1.38,1.27,0,0,0.58,1.01
2019,HPAC1,HOOPA,LOWER KLAMATH,1.02,7.22,6.9,12.19,16.92,5.36,3.34,3.24,0,,0.19,2.12
2019,HPYC1,HAPPY CAMP,LOWER KLAMATH,1.34,5.16,,9.53,14.51,3.66,4.98,2.97,0.02,0,0.69,2.16
2019,HYAC1,HYAMPOM,LOWER KLAMATH,,,,,,,,,,,,
2019,MTHC1,MT. HEBRON RS,LOWER KLAMATH,0.41,1.16,,,3.86,1.02,0.65,0.53,0.24,0,0.48,1.17
2019,ORLC1,ORLEANS,LOWER KLAMATH,0.83,7.06,,9.88,14.17,3.76,4.12,2.7,0,,0.29,2.78
2019,STGC1,LAVA BEDS NM,LOWER KLAMATH,,1.26,,,1.59,2.01,1.16,2.97,0.24,0,0.46,1.04
2019,TRHC1,TRINITY RIVER HATCHERY,LOWER KLAMATH,,5.95,3.98,6.33,10.69,4.32,3.15,2.05,0.19,0,0,1.06
2019,TULC1,TULE LAKE,LOWER KLAMATH,0.57,0.78,3.24,1.32,2.31,1.31,1.66,,0.34,0.03,0.53,1.39
2019,WEAC1,WEAVERVILLE,LOWER KLAMATH,0.51,5.15,3.14,7.29,12.66,4.64,4.6,2.62,0.8,0,0.64,0.7
2019,WLLC1,WILLOW CREEK 1NW,LOWER KLAMATH,1.49,7.52,,,,,3.39,3.24,0.04,0,2.02,1.8
2019,YKAC1,YREKA,LOWER KLAMATH,0.56,2.04,2.79,2.2,6.44,0.78,1.46,1.09,0,0,0.59,0.8
