2002, 'SOUTHERN OREGON COASTAL'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2018, 'WSKC1', 'WHISKEYTOWN RES', '   0.39', '   9.06', '   0.04', '   6.45', '   0.06', '  11.27', '   5.05', '   2.05', '   0.00', '   0.00', '   0.00', '   0.00', ' 34.37', '  52', '  52'
2018, 'SAN JOAQUIN'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'ABYC1', 'AUBERRY', '   0.11', '   1.50', '   0.14', '   2.52', '   0.41', '  12.45', '   1.81', '   0.10', '   0.00', '   0.00', '   0.00', '   0.00', ' 19.04', '  73', '  73'
2018, 'ARNC1', 'CALAVERAS BIG TREES', '   1.20', '   8.48', '   0.60', '   7.14', '   0.88', '  18.04', '   8.64', '   0.09', '   0.00', '   0.00', '   0.00', '   0.00', ' 45.07', '  79', '  79'
2018, 'CHVC1', 'CHERRY VALLEY', '   0.53', '   8.43', '   0.37', '   5.50', '   0.26', '  18.91', '   3.68', '   0.58', '   0.00', '   0.08', '   0.00', '   0.00', ' 38.34', '  76', '  76'
2018, 'CMPC1', 'CAMP PARDEE', '   0.34', '   4.40', '   0.43', '   3.81', '   0.49', '   6.85', '   3.15', '   0.55', '   0.00', '   0.00', '   0.00', '   0.00', ' 20.02', '  85', '  85'
2018, 'EXQC1', 'EXCHEQUER DAM', '   0.29', '   2.49', '   0.23', '   2.45', '   0.87', '   7.47', '   2.18', '   0.22', '   0.00', '   0.00', '   0.00', '   0.00', ' 16.20', '  79', '  79'
2018, 'FDDC1', 'FIDDLETOWN DEXTER RANCH', '   0.48', '   8.27', '   0.83', '   5.16', '   1.14', '  13.06', '   3.82', '   0.42', '   0.00', '   0.00', '   0.00', '   0.00', ' 33.18', '  88', '  88'
2018, 'FLOC1', 'FLORENCE LAKE', '   0.00', 'M', 'M', '   2.24', 'M', '  10.00', '   3.78', '   0.64', '   0.00', 'M', 'M', 'M', 'M'
2018, 'FRAC1', 'FRIANT GOVERNMENT CAMP', '   0.14', '   0.86', '   0.06', '   1.63', '   0.30', '   6.02', '   0.84', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  9.85', '  66', '  66'
2018, 'GRVC1', 'GROVELAND RS', '   0.61', '   5.55', '   0.17', '   4.77', '   0.64', '  16.34', '   2.96', '   0.53', '   0.00', '   0.00', '   0.00', '   0.00', ' 31.57', '  83', '  83'
2018, 'HETC1', 'HETCH HETCHY', '   0.59', '   6.17', '   0.35', '   4.45', '   0.96', '  15.26', '   3.73', '   0.18', '   0.00', '   0.09', '   0.00', '   0.20', ' 31.98', '  85', '  85'
2018, 'HNTC1', 'HUNTINGTON LAKE', '   0.48', '   1.56', '   0.32', 'M', '   1.40', '  15.68', '   5.04', '   0.28', '   0.12', '   0.04', '   0.00', '   0.00', 'M'
2018, 'LOSC1', 'LOS BANOS', '   0.11', '   0.36', '   0.07', '   2.05', '   0.39', '   2.05', '   0.58', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  5.61', '  56', '  56'
2018, 'MCEC1', 'MERCED', '   0.16', '   0.88', '   0.10', '   2.12', '   0.34', '   3.36', '   1.33', '   0.12', '   0.00', '   0.00', '   0.00', '   0.00', '  8.41', '  64', '  64'
2018, 'MDRC1', 'MADERA', '   0.07', '   0.10', '   0.00', 'M', '   0.21', '   2.30', '   0.71', 'M', 'M', '   0.00', '   0.00', '   0.01', 'M'
2018, 'MOD', 'MODESTO AP', '   0.12', '   0.86', '   0.05', '   2.61', '   0.20', '   2.03', '   2.22', '   0.17', '   0.00', '   0.00', '   0.00', '   0.00', '  8.26', '  63', '  63'
2018, 'MRIC1', 'MARIPOSA RS', '   0.20', '   2.82', '   0.17', '   3.50', '   0.87', '  13.83', '   2.80', '   0.22', '   0.00', '   0.00', '   0.00', '   0.00', ' 24.41', '  74', '  74'
2018, 'NMDC1', 'NEW MELONES DAM HQ', '   0.32', '   3.99', '   0.24', '   4.51', '   0.77', '   8.18', '   2.67', '   0.34', '   0.00', '   0.00', '   0.00', '   0.00', ' 21.02', '  70', '  70'
2018, 'NOFC1', 'NORTH FORK RS', '   0.26', '   2.15', '   0.29', '   2.93', '   1.20', '  15.24', '   3.18', '   0.08', '   0.00', '   0.02', '   0.00', '   0.00', ' 25.35', '  76', '  76'
2018, 'PANC1', 'PANOCHE 2W', 'M', 'M', 'M', 'M', '   0.10', '   3.49', '   0.32', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2018, 'SCKC1', 'STOCKTON FIRE STA 4', '   0.12', '   0.79', '   0.05', 'M', '   0.97', '   2.41', '   1.72', 'M', 'M', 'M', 'M', 'M', 'M'
2018, 'SONC1', 'SONORA', '   0.30', '   4.32', '   0.12', '   4.79', '   0.00', '  11.25', '   3.13', '   0.13', '   0.00', '   0.00', '   0.00', '   0.00', ' 24.04', '  69', '  69'
2018, 'TRAC1', 'TRACY CARBONA', '   0.09', '   1.07', '   0.06', '   3.10', '   0.55', '   2.19', '   1.55', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  8.61', '  66', '  66'
2018, 'WSTC1', 'WEST POINT', '   0.56', '   7.23', '   0.68', '   6.41', '   0.95', '  13.15', '   4.18', '   0.53', '   0.00', '   0.00', '   0.00', '   0.00', ' 33.69', '  84', '  84'
2018, 'YNPC1', 'SOUTH ENTRANCE YOSEMITE', '   0.45', '   3.81', '   0.20', '   5.69', '   1.43', '  11.93', '   3.94', '   0.63', '   0.00', '   0.07', '   0.00', '   0.15', ' 28.30', '  69', '  69'
2018, 'YPQC1', 'YOSEMITE PARK HEADQUARTER', '   0.52', '   4.59', '   0.37', '   3.63', '   0.27', '  14.96', '   3.54', '   0.78', '   0.00', '   0.00', '   0.00', '   0.15', ' 28.81', '  78', '  78'
2018, 'KERN...TULE...KAWEAH...KINGS'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'ASHC1', 'ASH MOUNTAIN', '   0.05', '   2.11', '   0.15', '   1.74', '   0.52', '   8.28', '   2.40', '   0.22', '   0.00', '   0.28', '   0.00', '   0.00', ' 15.75', '  58', '  58'
2018, 'ATWC1', 'ATWELL CAMP', '   0.06', 'M', '   0.18', '   3.45', '   1.62', '  12.28', '   3.85', '   0.99', '   0.08', '   0.50', '   0.00', '   0.45', 'M'
2018, 'BFL', 'BAKERSFIELD', '   0.00', '   0.03', '   0.04', '   1.03', '   0.22', '   2.41', '   0.20', '   0.02', '   0.00', '   0.00', '   0.00', '   0.00', '  3.95', '  61', '  61'
2018, 'BTPC1', 'BEAR TRAP MEADOW', '   0.00', '   4.21', '   0.26', '   3.73', '   0.51', '  19.07', '   4.66', '   0.53', '   0.18', '   0.24', '   0.00', '   0.00', ' 33.39', 'NA', 'NA'
2018, 'DNPC1', 'BALCH PH', '   0.46', '   1.66', '   0.20', '   2.55', '   0.27', '  10.06', '   3.64', '   0.26', '   0.00', '   0.00', '   0.00', '   0.00', ' 19.10', '  61', '  61'
2018, 'EGCC1', 'EAGLE CREEK', '   0.26', 'M', '   0.35', '   3.61', '   1.54', '  13.90', '   3.82', '   0.44', '   0.15', 'M', '   0.00', '   0.00', 'M'
2018, 'GNFC1', 'GIANT FOREST', 'M', 'M', '   0.01', '   4.02', '   1.68', '  16.28', '   4.08', '   0.46', '   0.00', '   0.29', 'M', '   0.32', 'M'
2018, 'GNNC1', 'GLENNVILLE', '   0.00', '   0.80', '   0.18', '   1.16', '   0.71', '   6.68', '   1.53', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', ' 11.06', '  55', '  55'
2018, 'GRGC1', 'GRANT GROVE', '   0.15', '   2.77', '   0.17', '   4.17', '   0.96', '  21.25', '   4.14', 'M', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2018, 'HCKC1', 'HOCKETT MEADOW', 'M', '   4.10', '   0.00', '   3.63', '   1.57', '  13.60', '   4.40', '   0.73', '   0.18', '   0.20', '   0.02', '   0.50', 'M'
2018, 'HSSC1', 'HOSSACK', '   0.00', '   3.66', '  12.22', '   3.72', '   1.51', '  15.32', '   3.90', '   0.40', '   0.23', '   0.54', '   0.00', '   0.00', ' 41.50', '  92', '  92'
2018, 'ISAC1', 'LAKE ISABELLA DAM', '   0.01', '   0.43', '   0.06', '   1.33', '   0.02', '   5.66', '   1.10', '   0.17', '   0.02', '   0.03', '   0.00', '   1.12', '  9.95', 'NA', 'NA'
2018, 'LDGC1', 'LODGEPOLE', '   0.05', '   4.53', '   0.12', '   4.16', '   1.44', '  17.26', '   3.97', '   0.95', '   0.00', '   0.55', '   0.00', '   0.00', ' 33.03', '  73', '  73'
2018, 'MNHC1', 'MOUNTAIN HOME', '   0.38', '   3.14', '   0.03', '   3.97', '   0.95', '   4.87', 'M', '   0.58', '   0.43', '   0.00', '   0.00', '   0.01', 'M'
2018, 'PFTC1', 'PINE FLAT DAM', '   0.19', '   1.03', '   0.04', '   2.30', '   0.39', '   8.53', '   1.44', '   0.13', '   0.03', '   0.06', '   0.22', '   0.36', ' 14.72', '  71', '  71'
2018, 'RGCC1', 'ROGERS CAMP', '   0.00', '   2.45', '   0.12', '   2.85', '   1.70', '  12.66', '   2.64', '   0.50', '   0.09', '   0.55', '   0.00', '   0.00', ' 23.56', 'NA', 'NA'
2018, 'SCSC1', 'LAKE SUCCESS DAM', '   0.17', '   0.36', '   0.06', '   1.57', '   0.62', '   5.12', '   1.41', '   0.65', '   0.88', '   0.44', '   0.23', '   0.33', ' 11.84', ' 105', ' 105'
2018, 'TMDC1', 'TERMINUS DAM', '   0.01', '   0.75', '   0.02', '   1.37', '   0.53', '   5.05', '   0.92', '   0.03', '   0.01', '   0.01', '   0.00', '   0.00', '  8.70', '  65', '  65'
2018, 'TREC1', 'THREE RIVER EDISON PH #1', '   0.00', '   1.70', '   0.10', '   1.90', '   0.62', '   6.15', '   1.74', '   0.04', '   0.00', '   0.00', '   0.00', '   0.00', ' 12.25', '  49', '  49'
2018, 'TULARE-BUENA VISTA LAKES'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'CNGC1', 'COALINGA', '   0.06', '   0.00', '   0.00', '   1.51', '   0.15', '   2.70', '   0.06', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  4.48', '  54', '  54'
2018, 'FAT', 'FRESNO AIR TERMINAL', '   0.09', '   0.28', '   0.04', '   1.23', '   0.26', '   4.19', '   0.64', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  6.73', '  59', '  59'
2018, 'HJO', 'HANFORD', '   0.06', '   0.31', '   0.04', '   1.37', '   0.30', '   2.33', '   0.29', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  4.70', '  47', '  47'
2018, 'LEMC1', 'LEMON COVE', '   0.04', '   0.85', '   0.07', '   1.55', '   0.75', '   4.74', '   0.94', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  8.94', '  61', '  61'
2018, 'LINC1', 'LINDSAY', '   0.06', '   0.44', '   0.05', '   1.11', '   0.69', '   3.56', '   0.67', '   0.02', '   0.00', '   0.00', '   0.00', '   0.00', '  6.60', '  53', '  53'
2018, 'VISC1', 'VISALIA', '   0.10', '   0.20', '   0.08', '   0.88', '   0.67', '   3.42', '   0.82', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  6.17', '  56', '  56'
2018, 'WASC1', 'WASCO', '   0.00', '   0.52', '   0.00', '   1.17', '   0.33', '   1.57', '   0.27', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  3.86', '  53', '  53'
2018, 'CENTRAL CALIFORNIA COASTAL'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'BISC1', 'BIG SUR STATE PARK', '   0.15', '   3.73', '   0.06', '   7.78', '   0.56', '  14.45', '   2.45', '   0.04', '   0.00', '   0.00', '   0.00', '   0.00', ' 29.22', '  65', '  65'
2018, 'CCAC1', 'CACHUMA DAM', '   0.00', '   0.07', '   0.00', '   3.45', '   0.16', '   4.85', '   0.09', '   0.40', '   0.00', '   0.00', '   0.00', '   0.00', '  9.02', '  41', '  41'
2018, 'HOLC1', 'HOLLISTER', 'M', 'M', '   0.23', '   2.31', '   0.52', 'M', 'M', 'M', '   0.00', '   0.00', 'M', '   0.00', 'M'
2018, 'JUNC1', 'JUNCAL DAM', '   0.00', '   0.23', '   0.00', '   3.60', '   0.27', '   8.92', '   0.04', '   0.30', '   0.00', '   0.00', '   0.00', '   0.00', ' 13.36', '  43', '  43'
2018, 'KICC1', 'KING CITY', '   0.06', '   0.45', 'M', '   2.66', '   0.13', '   4.00', '   0.34', '   0.02', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2018, 'PRB', 'PASO ROBLES', '   0.09', '   0.16', '   0.02', '   2.03', '   0.36', '   6.76', '   0.20', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  9.62', '  75', '  75'
2018, 'SBA', 'SANTA BARBARA', '   0.00', '   0.07', '   0.00', '   2.72', '   0.01', '   5.50', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  8.30', '  47', '  47'
2018, 'SBPC1', 'SAN LUIS OBISPO', '   0.01', '   0.49', '   0.17', '   3.55', '   0.15', '   9.12', '   0.56', '   0.01', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.06', '  61', '  61'
2018, 'SCRC1', 'SANTA CRUZ', '   0.07', '   2.75', '   0.18', '   5.29', '   0.32', '   6.89', '   3.98', '   0.04', '   0.03', '   0.00', '   0.00', '   0.01', ' 19.56', '  62', '  62'
2018, 'SMX', 'SANTA MARIA', '   0.03', '   0.06', '   0.03', '   1.90', '   0.14', '   3.44', '   0.41', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  6.01', '  43', '  43'
2018, 'SNSC1', 'SALINAS NO. 2', 'M', '   1.07', '   0.10', '   2.50', '   0.17', '   3.47', '   2.65', '   0.09', '   0.00', 'M', 'M', 'M', 'M'
2018, 'WVIC1', 'WATSONVILLE WATERWORKS', '   0.05', '   2.00', 'M', '   3.30', '   0.20', '   7.25', '   2.06', '   0.04', '   0.00', '   0.02', '   0.00', '   0.00', 'M'
2018, 'SOUTHERN CALIFORNIA COASTAL'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'BBLC1', 'BIG BEAR LAKE F.S.', '   0.00', '   0.00', '   0.01', '   3.28', '   0.40', '   4.72', '   0.00', '   0.56', '   0.00', '   0.99', '   0.00', '   0.00', '  9.96', '  50', '  50'
2018, 'CQT', 'DOWNTOWN LA', '   0.10', '   0.01', '   0.01', '   1.77', '   0.03', '   2.69', '   0.02', '   0.09', '   0.00', '   0.00', '   0.00', '   0.00', '  4.72', '  32', '  32'
2018, 'CUYC1', 'CUYAMACA', '   0.25', '   0.10', '   0.11', '   5.94', '   1.55', '   6.55', '   0.00', '   0.00', '   0.00', '   0.00', '   0.10', '   0.00', ' 14.60', 'NA', 'NA'
2018, 'ELPC1', 'EL CAPITAN DAM', '   0.08', '   0.00', '   0.17', '   3.44', '   1.08', '   2.21', '   0.00', '   0.25', '   0.00', '   0.00', '   0.00', '   0.00', '  7.23', 'NA', 'NA'
2018, 'EORC1', 'ELSINORE', '   0.01', '   0.05', '   0.00', '   1.98', '   0.12', '   1.11', '   0.01', '   0.05', '   0.00', '   0.00', '   0.00', '   0.00', '  3.33', '  27', '  27'
2018, 'HENC1', 'HENSHAW DAM', '   0.03', '   0.02', '   0.00', '   4.92', '   1.04', '   3.61', '   0.04', '   0.07', '   0.00', '   0.11', '   0.00', '   0.00', '  9.84', '  37', '  37'
2018, 'LAX', "LA INT'L AIRPORT", '   0.00', '   0.10', '   0.01', '   1.40', '   0.10', '   2.07', '   0.05', '   0.06', '   0.00', '   0.00', '   0.00', '   0.00', '  3.79', '  30', '  30'
2018, 'LGB', 'LONG BEACH', '   0.00', '   0.07', '   0.00', '   1.48', '   0.29', '   1.64', '   0.04', '   0.01', '   0.00', '   0.00', '   0.00', '   0.00', '  3.53', '  29', '  29'
2018, 'LOX', 'OXNARD', '   0.00', '   0.05', '   0.00', '   1.06', '   0.19', '   5.02', '   0.05', '   0.00', '   0.00', '   0.00', '   0.00', '   0.01', '  6.38', '  42', '  42'
2018, 'OJAC1', 'OJAI', '   0.00', '   0.05', '   0.00', '   3.01', '   0.11', '   8.47', '   0.01', '   0.14', '   0.02', '   0.00', '   0.00', '   0.00', ' 11.81', '  56', '  56'
2018, 'MWS', 'MOUNT WILSON', '   0.10', '   0.36', '   0.00', '   6.84', '   0.68', '  11.13', '   0.02', '   0.41', '   0.00', '   0.00', '   0.00', '   0.00', ' 19.54', '  54', '  54'
2018, 'OCNC1', 'OCEANSIDE MARINA', '   0.03', '   0.24', '   0.03', '   2.94', '   0.30', '   1.83', '   0.08', '   0.17', '   0.00', '   0.06', '   0.00', '   0.00', '  5.68', '  55', '  55'
2018, 'SAN', 'LINDBERGH FIELD', '   0.00', '   0.02', '   0.07', '   1.78', '   0.36', '   0.95', '   0.02', '   0.12', '   0.00', '   0.00', '   0.02', '   0.00', '  3.34', '  32', '  32'
2018, 'STAC1', 'SANTA ANA FS', '   0.00', '   0.04', '   0.00', '   1.08', '   0.02', '   1.39', '   0.02', '   0.11', '   0.00', '   0.00', '   0.00', '   0.00', '  2.66', '  20', '  20'
2018, 'NORTH AND CENTRAL LAHONTAN'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'CEDC1', 'CEDARVILLE', '   0.57', '   3.44', '   0.62', '   1.40', '   1.38', '   0.89', '   2.64', '   3.33', '   0.50', '   0.05', '   0.00', '   0.00', ' 14.82', ' 118', ' 118'
2018, 'DOLC1', 'DOYLE 4SSE', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2018, 'DOYC1', 'DOYLE', '   0.53', '   4.40', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2018, 'FOBC1', 'FORT BIDWELL', '   0.61', '   3.33', '   0.46', '   1.63', '   1.00', '   2.52', '   2.80', '   2.38', '   0.35', '   0.00', '   0.00', '   0.02', ' 15.10', '  83', '  83'
2018, 'JESC1', 'JESS VALLEY', '   0.52', '   2.29', '   0.64', '   1.67', '   0.85', '   1.68', '   3.83', '   3.23', 'M', '   0.00', '   0.05', '   0.00', 'M'
2018, 'Q63', 'SUTCLIFFE-PYRAMID LK', '   0.00', '   1.67', '   0.04', '   0.65', '   0.05', '   1.85', '   0.92', '   1.30', '   0.41', '   0.24', '   0.00', '   0.00', '  7.13', '  96', '  96'
2018, 'SNVC1', 'SUSANVILLE', '   0.60', '   2.09', '   0.27', '   2.23', '   0.19', '   1.53', '   1.96', '   1.44', '   0.15', '   0.00', '   0.00', '   0.00', ' 10.46', '  87', '  87'
2018, 'STDN2', 'STEAD', '   0.10', '   0.65', '   0.16', '   0.74', '   0.80', '   2.69', 'M', '   2.89', '   0.48', 'M', '   0.00', '   0.00', 'M'
2018, 'SVEC1', 'SUSANVILLE 1 WNW', '   0.60', '   2.09', '   0.27', '   2.23', '   0.19', '   1.53', '   1.96', '   1.44', '   0.15', '   0.00', '   0.00', '   0.00', ' 10.46', 'NA', 'NA'
2018, 'WAWN2', 'WADSWORTH 4N', '   0.08', '   0.30', '   0.12', '   0.40', '   0.57', '   0.71', '   0.69', '   1.49', '   0.10', '   0.21', '   0.15', '   0.00', '  4.82', '  90', '  90'
2018, 'WTNN2', 'WELLINGTON', '   0.06', '   1.90', '   0.04', '   0.28', '   0.27', '   1.37', '   0.39', '   2.77', '   0.07', '   0.32', '   0.35', '   0.00', '  7.82', 'NA', 'NA'
2018, 'LAKE TAHOE...TRUCKEE...CARSON...WALKER'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'BDEC1', 'BODIE', '   0.02', '   2.37', '   0.22', '   0.78', '   0.83', '   3.67', 'M', '   1.78', '   0.00', '   1.11', '   3.27', '   0.00', 'M'
2018, 'BOCC1', 'BOCA RESERVOIR', '   0.63', '   4.78', '   0.41', '   2.55', '   0.60', '   8.63', '   1.60', '   2.66', '   0.16', '   0.49', '   0.00', '   0.00', ' 22.51', ' 100', ' 100'
2018, 'BPTC1', 'BRIDGEPORT', '   0.00', '   2.35', '   0.02', '   0.21', '   0.17', '   2.10', '   0.31', '   1.01', '   0.00', '   0.64', '   0.21', '   0.03', '  7.05', '  75', '  75'
2018, 'CRCN2', 'CARSON CITY', '   0.22', '   2.27', '   0.00', 'M', 'M', '   3.12', '   0.63', '   1.53', '   0.00', 'M', '   0.00', '   0.00', 'M'
2018, 'DAGN2', 'DAGGET PASS', '   0.23', '   3.09', '   0.15', '   1.51', '   0.47', '   5.71', 'M', '   1.61', '   0.00', '   0.63', '   0.00', '   0.00', 'M'
2018, 'DONC1', 'DONNER MEM SP', 'M', 'M', 'M', '   3.89', '   1.06', '  11.10', '   3.07', '   3.18', 'M', 'M', 'M', 'M', 'M'
2018, 'FEXN2', 'FALLON EXPER STATION', '   0.00', '   0.27', 'M', '   0.36', '   0.15', '   0.45', 'M', '   0.98', '   0.00', '   0.13', '   0.01', 'M', 'M'
2018, 'GLBN2', 'GLENBROOK', '   0.31', '   4.65', '   0.19', '   1.87', '   0.48', '   7.31', 'M', '   1.84', '   0.00', 'M', '   0.00', '   0.00', 'M'
2018, 'HTHN2', 'HAWTHORNE', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '   0.00', '   0.71', '   0.00', 'M'
2018, 'MINN2', 'MINDEN', '   0.19', '   3.10', '   0.06', '   0.92', '   0.19', '   2.66', '   0.72', '   1.53', '   0.00', '   0.25', '   0.00', '   0.00', '  9.62', ' 108', ' 108'
2018, 'RNO', 'RENO', '   0.28', '   1.18', '   0.11', '   0.67', '   0.20', '   2.35', '   0.54', '   1.84', '   0.10', '   1.29', '   0.00', '   0.00', '  8.56', ' 116', ' 116'
2018, 'SMIN2', 'SMITH 6N', '   0.00', '   1.24', '   0.06', 'M', '   0.10', '   1.69', '   0.36', 'M', '   0.00', '   0.16', '   0.00', 'M', 'M'
2018, 'SRKN2', 'SPARKS', '   0.00', '   1.10', '   0.00', '   0.54', '   0.45', '   1.50', '   0.82', '   2.55', '   0.20', '   1.50', '   0.00', '   0.00', '  8.66', ' 104', ' 104'
2018, 'TAHC1', 'TAHOE CITY', '   0.60', '   8.15', '   0.48', '   3.78', '   1.25', '  12.32', '   2.58', '   2.57', '   0.00', '   0.29', '   0.00', '   0.00', ' 32.02', '  93', '  93'
2018, 'TKEC1', 'TRUCKEE RS', '   0.62', '   6.32', '   0.45', '   3.30', '   0.95', '  10.21', '   2.38', '   2.39', '   0.00', '   1.24', '   0.00', '   0.00', ' 27.86', '  89', '  89'
2018, 'VRCN2', 'VIRGINIA CITY', '   0.40', '   3.08', '   0.00', '   0.30', '   0.14', '   3.22', 'M', '   1.85', '   0.25', 'M', '   0.00', '   0.00', 'M'
2018, 'WABN2', 'WABUSKA 6SE', '   0.01', '   0.00', '   0.07', '   0.19', '   0.04', '   0.64', '   0.19', '   1.05', '   0.00', '   0.75', '   0.01', '   0.00', '  2.95', '  60', '  60'
2018, 'YRGN2', 'YERINGTON', '   0.02', '   0.92', '   0.04', '   0.57', '   0.13', '   0.71', '   0.20', '   1.26', '   0.00', '   0.28', '   0.41', '   0.00', '  4.54', '  94', '  94'
2018, 'MOJAVE...MONO LAKE...SALTON SEA'
2018, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2018, 'BARC1', 'BARSTOW', '   0.00', '   0.00', '   0.00', '   0.42', '   0.01', '   1.17', '   0.00', '   0.49', '   0.00', '   0.33', '   0.00', '   0.00', '  2.42', '  46', '  46'
2018, 'BIH', 'BISHOP AP', '   0.00', '   0.16', '   0.00', '   0.04', '   0.00', '   0.62', '   0.40', '   0.27', '   0.00', '   1.52', '   0.01', '   0.06', '  3.08', '  59', '  59'
2018, 'DEVC1', 'DEATH VALLEY', '   0.00', '   0.00', '   0.00', '   0.48', '   0.05', '   0.15', '   0.00', '   0.00', '   0.00', '   0.05', '   0.00', '   0.00', '  0.73', '  31', '  31'
2018, 'ELLC1', 'ELLERY LAKE', '   0.20', '   3.02', '   0.12', '   1.44', '   0.68', '   5.02', '   1.90', '   1.76', '   0.00', '   3.33', '   0.00', '   0.00', ' 17.47', '  73', '  73'
2018, 'FMTC1', 'FAIRMONT', '   0.00', '   0.03', '   0.00', '   2.25', '   0.54', '   3.77', '   0.10', '   0.01', '   0.00', '   0.00', '   0.00', '   0.00', '  6.70', '  40', '  40'
2018, 'GEMC1', 'GEM LAKE', '   0.17', '   2.40', '   0.08', '   1.64', '   0.24', '   6.34', '   1.92', '   1.24', '   0.00', '   0.96', '   0.28', '   0.00', ' 15.27', '  76', '  76'
2018, 'HEEC1', 'HAIWEE', '   0.00', '   0.06', '   0.00', '   1.54', '   0.13', '   1.25', '   0.00', '   0.73', '   0.00', '   0.00', '   0.00', '   0.00', '  3.71', '  51', '  51'
2018, 'INDC1', 'INDEPENDENCE', '   0.00', '   0.37', '   0.00', '   0.45', '   0.04', '   0.43', '   0.10', '   0.01', '   0.00', '   0.94', '   0.00', '   0.01', '  2.35', '  43', '  43'
2018, 'LASC1', 'LAKE SABRINA', '   0.00', '   1.74', '   0.00', '   0.64', '   0.61', '   4.69', '   1.28', '   1.60', '   0.00', '   3.12', '   1.59', '   0.10', ' 15.37', '  97', '  97'
2018, 'LEVC1', 'LEE VINING', '   0.08', '   2.70', '   0.00', '   0.63', '   0.36', '   3.86', '   1.13', '   2.37', '   0.00', '   1.70', '   0.12', '   0.00', ' 12.95', '  83', '  83'
2018, 'LKAC1', 'LAKE ARROWHEAD F.S.', 'M', 'M', 'M', 'M', 'M', '   0.25', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2018, 'PMD', 'PALMDALE', '   0.00', '   0.00', '   0.00', '   0.60', '   0.07', '   1.89', '   0.01', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  2.57', 'NA', 'NA'
2018, 'PSP', 'PALM SPRINGS', '   0.00', '   0.00', '   0.00', '   1.45', '   0.00', '   0.24', '   0.00', '   0.00', '   0.00', '   1.11', '   0.00', '   0.00', '  2.80', '  58', '  58'
